x,y,z
-0,36412;-0,05;0,1428829
-0,3682639;-0,05;0,1432442
-0,3725978;-0,05;0,1432834
-0,3741214;-0,05;0,1426093
-0,3758863;-0,05;0,1412734
-0,378391;-0,05;0,1387309
-0,3790069;-0,05;0,1368744
-0,3807917;-0,05;0,1351303
-0,3826921;-0,05;0,1315387
-0,3840022;-0,05;0,1298664
-0,3870412;-0,05;0,1257302
-0,390313;-0,05;0,1224599
-0,3921187;-0,05;0,1199807
-0,3936441;-0,05;0,1178957
-0,3954088;-0,05;0,1160773
-0,3970413;-0,05;0,1138192
-0,39802;-0,05;0,112017
-0,3998748;-0,05;0,109427
-0,4002109;-0,05;0,1081815
-0,4012154;-0,05;0,1056413
-0,4016883;-0,05;0,1019193
-0,4022412;-0,05;0,09950639
-0,4028088;-0,05;0,09635174
-0,4038431;-0,05;0,09383173
-0,4045583;-0,05;0,09182984
-0,4048308;-0,05;0,08922957
-0,4049977;-0,05;0,08663118
-0,4042338;-0,05;0,08436417
-0,4032084;-0,05;0,0825597
-0,4004429;-0,05;0,08177654
-0,3997563;-0,05;0,08013046
-0,3985389;-0,05;0,07866037
-0,3974375;-0,05;0,0755201
-0,3969148;-0,05;0,07435279
-0,3952804;-0,05;0,07450455
-0,3944698;-0,05;0,07153872
-0,3931188;-0,05;0,07115795
-0,3920562;-0,05;0,06935436
-0,3912755;-0,05;0,06717275
-0,3909426;-0,05;0,06549408
-0,390784;-0,05;0,06347304
-0,3912514;-0,05;0,05956386
-0,3926105;-0,05;0,05457801
-0,3923993;-0,05;0,05182158
-0,3934852;-0,05;0,0457668
-0,3931365;-0,05;0,04483371
-0,3934677;-0,05;0,04170142
-0,3928907;-0,05;0,03731193
-0,3920386;-0,05;0,03666265
-0,3910376;-0,05;0,0336065
-0,3888908;-0,05;0,02979225
-0,3869285;-0,05;0,02886174
-0,3849321;-0,05;0,02698396
-0,3816573;-0,05;0,02298124
-0,3804597;-0,05;0,02118816
-0,3784914;-0,05;0,020129
-0,3754217;-0,05;0,01641675
-0,3731565;-0,05;0,01522281
-0,3709433;-0,05;0,01379137
-0,3671323;-0,05;0,01077923
-0,3649157;-0,05;0,008373434
-0,3622792;-0,05;0,006152332
-0,3582389;-0,05;0,0007993262
-0,3565477;-0,05;-0,0008934457
-0,3548348;-0,05;-0,005313165
-0,3532673;-0,05;-0,01206182
-0,351842;-0,05;-0,01452927
-0,3504182;-0,05;-0,01963007
-0,3494692;-0,05;-0,02621311
-0,3495874;-0,05;-0,02936564
-0,3497964;-0,05;-0,0318111
-0,3510319;-0,05;-0,03776687
-0,3521895;-0,05;-0,04261421
-0,3531585;-0,05;-0,0459212
-0,3546772;-0,05;-0,05168231
-0,3566723;-0,05;-0,0545221
-0,3582753;-0,05;-0,05653948
-0,361243;-0,05;-0,06171895
-0,3625244;-0,05;-0,06391574
-0,3642369;-0,05;-0,06720056
-0,3676661;-0,05;-0,0714529
-0,3710792;-0,05;-0,07442349
-0,37554;-0,05;-0,07585608
-0,3820093;-0,05;-0,07782672
-0,3856735;-0,05;-0,0771687
-0,3898961;-0,05;-0,07788306
-0,3962062;-0,05;-0,0772508
-0,3993749;-0,05;-0,07646669
-0,4027941;-0,05;-0,07616422
-0,4068731;-0,05;-0,07537244
-0,4089513;-0,05;-0,07508759
-0,4117149;-0,05;-0,0741929
-0,4185649;-0,05;-0,07262547
-0,4220335;-0,05;-0,07121585
-0,4259706;-0,05;-0,07094251
-0,432276;-0,05;-0,06999512
-0,4345374;-0,05;-0,0700203
-0,4368681;-0,05;-0,06917872
-0,4430643;-0,05;-0,06597459
-0,4464485;-0,05;-0,06633967
-0,4490027;-0,05;-0,06698637
-0,4553872;-0,05;-0,06500147
-0,4587707;-0,05;-0,0644877
-0,4623562;-0,05;-0,06418735
-0,4697195;-0,05;-0,06134059
-0,4743544;-0,05;-0,06039812
-0,4778862;-0,05;-0,05988048
-0,4816372;-0,05;-0,05729797
-0,4852584;-0,05;-0,05624469
-0,4869541;-0,05;-0,05594027
-0,489161;-0,05;-0,05384892
-0,4926773;-0,05;-0,05254199
-0,4935434;-0,05;-0,05073121
-0,4973126;-0,05;-0,04809493
-0,499166;-0,05;-0,0472118
-0,5018765;-0,05;-0,0452573
-0,5081756;-0,05;-0,04139541
-0,5110129;-0,05;-0,03885709
-0,5132978;-0,05;-0,03712339
-0,5177149;-0,05;-0,03420286
-0,5193562;-0,05;-0,03049374
-0,5212075;-0,05;-0,02803135
-0,5241975;-0,05;-0,02670148
-0,5254103;-0,05;-0,02315039
-0,5258691;-0,05;-0,02075935
-0,5272901;-0,05;-0,01534566
-0,5283017;-0,05;-0,01231986
-0,5294193;-0,05;-0,009567967
-0,5307879;-0,05;-0,004153518
-0,5330081;-0,05;-0,0009248089
-0,5340584;-0,05;0,001867265
-0,5360619;-0,05;0,00702885
-0,5369861;-0,05;0,009276304
-0,5393055;-0,05;0,01145519
-0,5417014;-0,05;0,01654067
-0,5419838;-0,05;0,01968659
-0,5414628;-0,05;0,02331663
-0,5412994;-0,05;0,02778739
-0,5418998;-0,05;0,03045521
-0,5425007;-0,05;0,0336885
-0,5424908;-0,05;0,03933273
-0,5428113;-0,05;0,04157147
-0,5423568;-0,05;0,04498213
-0,5433192;-0,05;0,05243576
-0,5438932;-0,05;0,05772197
-0,544892;-0,05;0,06162079
-0,5443745;-0,05;0,07018007
-0,5433026;-0,05;0,07550368
-0,5426266;-0,05;0,08032732
-0,5379299;-0,05;0,09495644
-0,5374681;-0,05;0,09991284
-0,5354221;-0,05;0,1063973
-0,534278;-0,05;0,111526
-0,5330355;-0,05;0,1162108
-0,5331194;-0,05;0,1220783
-0,5340206;-0,05;0,1286793
-0,5361321;-0,05;0,1311836
-0,5377628;-0,05;0,1343716
-0,5387492;-0,05;0,1395699
-0,5399504;-0,05;0,1414227
-0,5400859;-0,05;0,1424228
-0,5396734;-0,05;0,1441169
-0,5396373;-0,05;0,1435847
-0,5382835;-0,05;0,1435691
-0,538101;-0,05;0,1420802
-0,5376456;-0,05;0,1420001
-0,537905;-0,05;0,1410466
