X;Y;Z
-0,4592869;-0,05;0,1627897
-0,4592869;-0,05;0,1627897
-0,4593162;-0,05;0,1627756
-0,4592895;-0,05;0,1627693
-0,4592882;-0,05;0,162804
-0,4592857;-0,05;0,1628245
-0,4592844;-0,05;0,1628102
-0,4593123;-0,05;0,1627818
-0,4592869;-0,05;0,1627897
-0,4592819;-0,05;0,1628307
-0,4593137;-0,05;0,162796
-0,4592869;-0,05;0,1627897
-0,4592869;-0,05;0,1627897
-0,4593098;-0,05;0,1628022
-0,4592882;-0,05;0,162804
-0,4593137;-0,05;0,162796
-0,4593137;-0,05;0,162796
-0,4593098;-0,05;0,1628022
-0,4594298;-0,05;0,1625871
-0,4594044;-0,05;0,1625951
-0,4593427;-0,05;0,1624815
-0,4592252;-0,05;0,1621245
-0,4590927;-0,05;0,1618791
-0,4589422;-0,05;0,1616672
-0,4584147;-0,05;0,1612972
-0,458182;-0,05;0,161303
-0,4579583;-0,05;0,1613715
-0,4575749;-0,05;0,1615704
-0,457348;-0,05;0,1616703
-0,4567932;-0,05;0,1615731
-0,4532408;-0,05;0,159302
-0,4473484;-0,05;0,1561273
-0,4434716;-0,05;0,1539593
-0,4337869;-0,05;0,1487888
-0,4287319;-0,05;0,1457535
-0,4232405;-0,05;0,1422274
-0,4145889;-0,05;0,1362846
-0,409379;-0,05;0,1331055
-0,4053727;-0,05;0,1307295
-0,398407;-0,05;0,1265421
0,3963878;-0,05;0,0627898
0,3915736;-0,05;0,0607516
0,3857685;-0,05;0,05976771
0,383489;-0,05;0,05975788
0,3781122;-0,05;0,05749461
0,3725379;-0,05;0,05842391
0,370854;-0,05;0,05664696
0,362479;-0,05;0,0574286
0,3618479;-0,05;0,05669115
0,3551207;-0,05;0,05787484
0,3505561;-0,05;0,05736147
0,3498468;-0,05;0,05680022
0,3456098;-0,05;0,0578113
0,3427924;-0,05;0,05866707
0,3370788;-0,05;0,06042925
0,3376195;-0,05;0,06062836
0,333216;-0,05;0,0632991
0,3275011;-0,05;0,06701268
0,3275969;-0,05;0,06710178
0,3227046;-0,05;0,06910454
0,3205732;-0,05;0,07085492
0,3164195;-0,05;0,07291909
0,3113379;-0,05;0,0757488
0,3110688;-0,05;0,07682187
0,3058413;-0,05;0,07890373
0,3033719;-0,05;0,07890848
0,3016289;-0,05;0,07986212
0,2984603;-0,05;0,08053853
0,2941601;-0,05;0,08281714
0,2884148;-0,05;0,08388759
0,2863673;-0,05;0,08405648
0,2804923;-0,05;0,08415237
0,2739213;-0,05;0,08508032
0,2705452;-0,05;0,08316122
0,2654804;-0,05;0,08314374
0,2594955;-0,05;0,0832681
0,2574173;-0,05;0,08174413
0,249621;-0,05;0,0826408
0,2461749;-0,05;0,08200103
0,2401221;-0,05;0,0838529
0,2324916;-0,05;0,08255546
0,2297118;-0,05;0,08218533
0,2251521;-0,05;0,08283846
0,2196174;-0,05;0,085236
0,2144818;-0,05;0,08689075
0,2112042;-0,05;0,08722905
0,2049291;-0,05;0,09004483
0,1987465;-0,05;0,09498066
0,1973186;-0,05;0,09471993
0,1908338;-0,05;0,09777349
0,1853971;-0,05;0,1014721
0,183882;-0,05;0,1017999
0,1782697;-0,05;0,1054824
0,1765969;-0,05;0,1065397
0,1721396;-0,05;0,1093172
0,1673182;-0,05;0,1102821
0,1651114;-0,05;0,1123141
0,1612713;-0,05;0,113035
0,1559676;-0,05;0,1170353
0,1496537;-0,05;0,1195867
0,1467546;-0,05;0,1195224
0,1397511;-0,05;0,1217559
0,1350932;-0,05;0,1208159
0,1312877;-0,05;0,1226376
0,1246993;-0,05;0,1229756
0,1196523;-0,05;0,1213964
0,1151193;-0,05;0,120536
0,1095491;-0,05;0,1199486
0,1074862;-0,05;0,1184397
0,1035511;-0,05;0,1166107
0,09871526;-0,05;0,1139917
0,09396089;-0,05;0,1119611
0,09044456;-0,05;0,1098798
0,08523668;-0,05;0,1068889
0,08117311;-0,05;0,1046906
0,07820813;-0,05;0,1012717
0,07228064;-0,05;0,09595588
0,06982481;-0,05;0,09104161
0,06622355;-0,05;0,08724719
0,06321947;-0,05;0,08034861
0,06091457;-0,05;0,07487454
0,059221;-0,05;0,07248966
0,05667401;-0,05;0,0665241
0,05465325;-0,05;0,06095739
0,0514885;-0,05;0,05699626
0,04518086;-0,05;0,05184998
0,03986941;-0,05;0,04912097
0,03483406;-0,05;0,04590927
0,02542201;-0,05;0,04210177
0,01943328;-0,05;0,03818714
0,01530001;-0,05;0,03653054
0,004334535;-0,05;0,03504967
-0,004332758;-0,05;0,03484081
-0,01048605;-0,05;0,03660801
-0,02308344;-0,05;0,0348016
-0,03054188;-0,05;0,03570897
-0,03854207;-0,05;0,03781422
-0,05000823;-0,05;0,03799542
-0,05696616;-0,05;0,04027216
-0,06395322;-0,05;0,04187762
-0,07724531;-0,05;0,04022422
-0,08281942;-0,05;0,04217494
-0,09115404;-0,05;0,04032038
-0,1044119;-0,05;0,03773875
-0,1105185;-0,05;0,03655113
-0,1157449;-0,05;0,03411373
-0,1253014;-0,05;0,03068503
-0,1309852;-0,05;0,02874519
-0,1370656;-0,05;0,02444284
-0,1465411;-0,05;0,02231544
-0,1523272;-0,05;0,01843289
-0,1588585;-0,05;0,01693535
-0,1661045;-0,05;0,01483084
-0,1711226;-0,05;0,01281068
-0,1775085;-0,05;0,01239771
-0,1852992;-0,05;0,01378276
-0,1896069;-0,05;0,01476379
-0,1935022;-0,05;0,01703025
-0,1979917;-0,05;0,01996616
-0,201725;-0,05;0,02373958
-0,2037376;-0,05;0,02372246
-0,2096404;-0,05;0,02830857
-0,2129341;-0,05;0,02885722
-0,2169962;-0,05;0,03055508
-0,225086;-0,05;0,03408075
-0,232402;-0,05;0,0370234
-0,2372068;-0,05;0,0361925
-0,2479439;-0,05;0,03605596
-0,2532134;-0,05;0,03755431
-0,2587475;-0,05;0,04045037
-0,2705872;-0,05;0,03952258
-0,2764559;-0,05;0,04021519
-0,281241;-0,05;0,03995159
-0,289385;-0,05;0,03688969
-0,2939565;-0,05;0,03540262
-0,2975084;-0,05;0,03513818
-0,3058096;-0,05;0,02878371
-0,3098803;-0,05;0,02525527
-0,3131589;-0,05;0,02454457
-0,3201161;-0,05;0,01969549
-0,324619;-0,05;0,0181063
-0,3291013;-0,05;0,01659462
-0,3352626;-0,05;0,0148639
-0,3388987;-0,05;0,01369409
-0,3432822;-0,05;0,01444702
-0,3501459;-0,05;0,01674928
-0,3558151;-0,05;0,01910568
-0,3586887;-0,05;0,02060269
-0,3643231;-0,05;0,02392838
-0,3674538;-0,05;0,02668131
-0,3695021;-0,05;0,03100277
-0,3765738;-0,05;0,03453537
-0,3804412;-0,05;0,03734875
-0,38412;-0,05;0,04042851
-0,390479;-0,05;0,04633187
-0,3935159;-0,05;0,04892375
-0,3983206;-0,05;0,0539625
-0,4057355;-0,05;0,06115107
-0,4093654;-0,05;0,06491276
-0,4116089;-0,05;0,07195009
-0,4190085;-0,05;0,07672909
-0,4215702;-0,05;0,07943648
-0,423449;-0,05;0,0831448
-0,4278637;-0,05;0,08913557
-0,431877;-0,05;0,09191412
-0,4357633;-0,05;0,09433166
-0,4395538;-0,05;0,09823027
-0,4444874;-0,05;0,1027469
-0,4468395;-0,05;0,1041869
-0,4520023;-0,05;0,1071281
-0,4557391;-0,05;0,1093156
-0,4587042;-0,05;0,1104147
-0,4647117;-0,05;0,1155367
-0,4676083;-0,05;0,1179677
-0,4707564;-0,05;0,1207085
-0,4736736;-0,05;0,1237783
-0,4774074;-0,05;0,1263662
-0,4794307;-0,05;0,1276931
-0,4826944;-0,05;0,1303059
-0,4851151;-0,05;0,132382
-0,48539;-0,05;0,1364022
-0,4916096;-0,05;0,1378345
-0,4930854;-0,05;0,1392067
-0,4950586;-0,05;0,1411163
-0,4984941;-0,05;0,1433994
-0,5003273;-0,05;0,1444317
-0,5024207;-0,05;0,145711
-0,5051361;-0,05;0,1485201
-0,5071718;-0,05;0,1504015
-0,5085179;-0,05;0,1514541
-0,5117779;-0,05;0,1540095
-0,5131639;-0,05;0,155067
-0,5142388;-0,05;0,1559197
-0,5164666;-0,05;0,1576346
-0,5178451;-0,05;0,1587017
-0,518941;-0,05;0,1595581
-0,520893;-0,05;0,1610181
-0,521985;-0,05;0,1618795
-0,5229486;-0,05;0,1623261
-0,5241911;-0,05;0,1629897
-0,5241657;-0,05;0,1636352
-0,5249163;-0,05;0,1643414
-0,5245347;-0,05;0,164748
-0,523659;-0,05;0,1659838
-0,523134;-0,05;0,1643229
-0,5229794;-0,05;0,1615799
-0,5195606;-0,05;0,1619595
-0,5172828;-0,05;0,1614339
-0,5157793;-0,05;0,1591002
-0,5108836;-0,05;0,1589961
-0,5066605;-0,05;0,1566915
-0,5029904;-0,05;0,1546221
-0,5005828;-0,05;0,1532995
-0,4979869;-0,05;0,1520259
-0,4902543;-0,05;0,147737
-0,4834924;-0,05;0,1438632
-0,4759357;-0,05;0,1400741
-0,4633954;-0,05;0,1323244
-0,4569384;-0,05;0,1278673
-0,4495017;-0,05;0,1229874
-0,4414971;-0,05;0,1164314
-0,4258437;-0,05;0,118423
-0,4247912;-0,05;0,1213747
-0,4243232;-0,05;0,1231021
-0,4239753;-0,05;0,1248364
-0,4227428;-0,05;0,1287239
-0,4239832;-0,05;0,1344817
-0,4225232;-0,05;0,137629
-0,422529;-0,05;0,1389042
-0,4226392;-0,05;0,1393496
-0,4223035;-0,05;0,1392384
-0,4222823;-0,05;0,1393203
-0,4223053;-0,05;0,1393308
-0,4223491;-0,05;0,1392942
-0,4224881;-0,05;0,139253
-0,4226023;-0,05;0,139186
-0,4227006;-0,05;0,139197
-0,4229081;-0,05;0,1390604
-0,4230291;-0,05;0,139039
-0,4231506;-0,05;0,1390106
-0,4232704;-0,05;0,1389602
-0,4233645;-0,05;0,1389051
-0,4234347;-0,05;0,1388533
-0,4234634;-0,05;0,138887
-0,4234854;-0,05;0,1388622
-0,4234854;-0,05;0,1388552
-0,4235097;-0,05;0,1388453
-0,4235097;-0,05;0,1388522
-0,4235339;-0,05;0,1388354
-0,4235317;-0,05;0,1388136
-0,4235119;-0,05;0,138874
-0,4235362;-0,05;0,1388571
-0,4235339;-0,05;0,1388354
-0,4235119;-0,05;0,1388671
-0,4235097;-0,05;0,1388453
-0,4235339;-0,05;0,1388354
-0,4235339;-0,05;0,1388423
-0,4235362;-0,05;0,1388571
-0,4235362;-0,05;0,1388571
-0,4235362;-0,05;0,1388571
-0,4235362;-0,05;0,138864
-0,4235339;-0,05;0,1388423
-0,4235339;-0,05;0,1388354
-0,4235339;-0,05;0,1388354
-0,4235317;-0,05;0,1388205
-0,4235339;-0,05;0,1388354
-0,4234589;-0,05;0,1388434
-0,4233579;-0,05;0,1388463
-0,4232691;-0,05;0,1386936
-0,4231342;-0,05;0,138573
-0,422846;-0,05;0,1383076
-0,4226381;-0,05;0,1380223
-0,4224153;-0,05;0,1377774
-0,4209366;-0,05;0,1359506
-0,419329;-0,05;0,1351522
-0,4172725;-0,05;0,1337166
-0,4115909;-0,05;0,1299947
-0,407473;-0,05;0,1271201
-0,4019726;-0,05;0,1230992
-0,392104;-0,05;0,1164795
-0,3857043;-0,05;0,1122726
0,3987116;-0,05;0,06277761
0,3975607;-0,05;0,06348427
0,3967859;-0,05;0,06431036
0,3944792;-0,05;0,06496365
0,3942893;-0,05;0,06483588
0,39158;-0,05;0,0668625
0,389487;-0,05;0,06493522
0,3873581;-0,05;0,06521085
0,3862963;-0,05;0,06355115
0,3834006;-0,05;0,06246989
0,3779364;-0,05;0,06370132
0,3774142;-0,05;0,06182232
0,3696966;-0,05;0,06160011
0,3632423;-0,05;0,06045155
0,3618756;-0,05;0,05869328
0,3457595;-0,05;0,05531938
0,3383732;-0,05;0,05645481
0,3376299;-0,05;0,05435298
0,3298592;-0,05;0,05490907
0,3274078;-0,05;0,05384623
0,3223545;-0,05;0,05444163
0,3161196;-0,05;0,05428215
0,3150516;-0,05;0,05285563
0,3092084;-0,05;0,05343306
0,3051511;-0,05;0,05114078
0,2997687;-0,05;0,05182456
0,2962189;-0,05;0,04998261
0,2908669;-0,05;0,04816898
0,2860419;-0,05;0,04859668
0,2851712;-0,05;0,04648128
0,2695288;-0,05;0,04238563
0,2628735;-0,05;0,04271396
0,2609315;-0,05;0,03947161
0,2533285;-0,05;0,03778335
0,2504659;-0,05;0,03696903
0,2433933;-0,05;0,0368609
0,2347201;-0,05;0,03647592
0,2317009;-0,05;0,03413659
0,225832;-0,05;0,03481794
0,2196352;-0,05;0,03385129
0,2117856;-0,05;0,03573512
0,2063438;-0,05;0,03575441
0,1976589;-0,05;0,03789943
0,1927153;-0,05;0,04009822
0,1910106;-0,05;0,03919575
0,1776391;-0,05;0,04718374
0,1731808;-0,05;0,05059819
0,1716025;-0,05;0,05101901
0,1661638;-0,05;0,05654407
0,1646593;-0,05;0,05619442
0,1612893;-0,05;0,05984201
0,158005;-0,05;0,062002
0,1569899;-0,05;0,06283933
0,1539822;-0,05;0,06479509
0,1518758;-0,05;0,06648935
0,1483811;-0,05;0,07080403
0,1457998;-0,05;0,07118066
0,1414693;-0,05;0,0743077
0,1372512;-0,05;0,07793786
0,1356555;-0,05;0,07669811
0,1237965;-0,05;0,0807512
0,1212432;-0,05;0,07960816
0,1159009;-0,05;0,08123422
0,1094254;-0,05;0,07874329
0,1061441;-0,05;0,07786927
0,1019303;-0,05;0,07643998
0,0962845;-0,05;0,07513696
0,09212849;-0,05;0,07544217
0,08888497;-0,05;0,07214335
0,08223243;-0,05;0,0702191
0,07769368;-0,05;0,06855188
0,07301601;-0,05;0,06646301
0,06575993;-0,05;0,06357098
0,06134174;-0,05;0,06330548
0,05752766;-0,05;0,06107638
0,04317597;-0,05;0,05915513
0,03741623;-0,05;0,05601945
0,03135749;-0,05;0,05798766
0,02141965;-0,05;0,0574255
0,01543188;-0,05;0,05860304
0,01023377;-0,05;0,05780377
0,0006154843;-0,05;0,06006124
-0,004626904;-0,05;0,06158474
-0,008945638;-0,05;0,06415354
-0,0177458;-0,05;0,06655432
-0,02236749;-0,05;0,06644896
-0,02719825;-0,05;0,06670476
-0,03511848;-0,05;0,06789703
-0,04097637;-0,05;0,06847964
-0,0459047;-0,05;0,06918325
-0,05276705;-0,05;0,06786484
-0,05767005;-0,05;0,06770422
-0,06551833;-0,05;0,06711772
-0,07667799;-0,05;0,06522045
-0,08237371;-0,05;0,06452438
-0,0886257;-0,05;0,06507146
-0,1011274;-0,05;0,06668235
-0,1064294;-0,05;0,06682543
-0,1127037;-0,05;0,06961499
-0,1235438;-0,05;0,07077187
-0,1291079;-0,05;0,07143991
-0,1341952;-0,05;0,07314317
-0,1438901;-0,05;0,07031873
-0,1487543;-0,05;0,07006404
-0,1542514;-0,05;0,06864342
-0,1600175;-0,05;0,06558023
-0,1641197;-0,05;0,06263398
-0,1696114;-0,05;0,0598604
-0,1761776;-0,05;0,05710783
-0,1798152;-0,05;0,05557101
-0,182831;-0,05;0,056925
-0,1881314;-0,05;0,05676495
-0,1916524;-0,05;0,05743158
-0,1935008;-0,05;0,06058426
-0,1981779;-0,05;0,06286833
-0,2004095;-0,05;0,06583425
-0,20184;-0,05;0,07163561
-0,2079713;-0,05;0,07341797
