X,Y,Z
-0,3553677;-0,8777545;0,09632721
-0,3553677;-0,8777545;0,09632721
-0,3553677;-0,8777545;0,09632721
-0,3635576;-0,8777545;0,09717713
-0,3635576;-0,8777545;0,09717713
-0,3728716;-0,8768321;0,08726044
-0,3728716;-0,8768321;0,08726044
-0,3810652;-0,8768321;0,08811646
-0,3892584;-0,8768321;0,08897705
-0,3892584;-0,8768321;0,08897705
-0,3892584;-0,8768321;0,08897705
-0,3974514;-0,8768321;0,08984222
-0,3480736;-0,8768321;0,08561249
-0,3892218;-0,8768321;0,08913727
-0,3974142;-0,8768321;0,09000397
-0,3974142;-0,8768321;0,09000397
-0,3974142;-0,8768321;0,09000397
-0,4056065;-0,8768321;0,09087525
-0,406753;-0,8759055;0,08010712
-0,4149492;-0,8759055;0,08098145
-0,4149492;-0,8759055;0,08098145
-0,4149492;-0,8759055;0,08098145
-0,3655748;-0,8759055;0,07674255
-0,414916;-0,8759055;0,08115387
-0,414916;-0,8759055;0,08115387
-0,414916;-0,8759055;0,08115387
-0,414916;-0,8759055;0,08115387
-0,414916;-0,8759055;0,08115387
-0,374897;-0,8749745;0,06700287
-0,4160423;-0,8749745;0,07055817
-0,4160423;-0,8749745;0,07055817
-0,4160423;-0,8749745;0,07055817
-0,3748711;-0,8749745;0,06715851
-0,4160135;-0,8749745;0,07072907
-0,4160135;-0,8749745;0,07072907
-0,4160135;-0,8749745;0,07072907
-0,3666426;-0,8749745;0,06642609
-0,4159842;-0,8749745;0,07089996
-0,4159842;-0,8749745;0,07089996
-0,4159842;-0,8749745;0,07089996
-0,4159842;-0,8749745;0,07089996
-0,3666166;-0,8749745;0,06656952
-0,4077562;-0,8749745;0,07017823
-0,4089249;-0,874039;0,05941467
-0,3595585;-0,874039;0,05507508
-0,4006971;-0,874039;0,05869141
-0,3513319;-0,874039;0,05432434
-0,3924696;-0,874039;0,05796356
-0,3924696;-0,874039;0,05796356
-0,3936382;-0,8730993;0,04720001
-0,3442753;-0,8730993;0,04281464
-0,3854111;-0,8730993;0,04646912
-0,3854111;-0,8730993;0,04646912
-0,3854111;-0,8730993;0,04646912
-0,3854111;-0,8730993;0,04646912
-0,3372191;-0,8721549;0,03130188
-0,3783529;-0,8721549;0,03497162
-0,3783529;-0,8721549;0,03497162
-0,3289934;-0,8721549;0,03054047
-0,3712948;-0,8712062;0,02346954
-0,3712948;-0,8712062;0,02346954
-0,3712948;-0,8712062;0,02346954
-0,3712948;-0,8712062;0,02346954
-0,3712948;-0,8712062;0,02346954
-0,3712948;-0,8712062;0,02346954
-0,3712948;-0,8712062;0,02346954
-0,3712948;-0,8712062;0,02346954
-0,3712948;-0,8712062;0,02346954
-0,3712948;-0,8712062;0,02346954
-0,3712948;-0,8712062;0,02346954
-0,3721707;-0,878457;0,01540375
-0,3228134;-0,878457;0,01096344
-0,3639444;-0,878457;0,0146637
-0,3639444;-0,878457;0,0146637
-0,3639444;-0,878457;0,0146637
-0,3639444;-0,878457;0,0146637
-0,3639444;-0,878457;0,0146637
-0,3639444;-0,878457;0,0146637
-0,3639444;-0,878457;0,0146637
-0,3648199;-0,885711;0,006599426
-0,3648199;-0,885711;0,006599426
-0,3648199;-0,885711;0,006599426
-0,3648199;-0,885711;0,006599426
-0,3648199;-0,885711;0,006599426
-0,3659886;-0,8847579;-0,004164123
-0,3659886;-0,8847579;-0,004164123
-0,3659886;-0,8847579;-0,004164123
-0,3668636;-0,8920154;-0,01222534
-0,3668636;-0,8920154;-0,01222534
-0,3668636;-0,8920154;-0,01222534
-0,3668636;-0,8920154;-0,01222534
-0,3677385;-0,8992761;-0,02028351
-0,3631884;-0,8579995;0,03009796
-0,3681486;-0,8914391;-0,02264862
-0,3681486;-0,8914391;-0,02264862
-0,3690231;-0,8987031;-0,03070374
-0,3690231;-0,8987031;-0,03070374
-0,3690231;-0,8987031;-0,03070374
-0,3698975;-0,9059705;-0,0387558
-0,3710659;-0,9050086;-0,04951782
-0,3710659;-0,9050086;-0,04951782
-0,3719397;-0,9122792;-0,05756683
-0,3719397;-0,9122792;-0,05756683
-0,3682655;-0,878256;-0,01524201
-0,3720554;-0,9126703;-0,05721894
-0,3729286;-0,9199473;-0,06526184
-0,3740971;-0,9189811;-0,07602387
-0,3832373;-0,9262616;-0,08316498
-0,3795666;-0,8922282;-0,04085694
-0,3842312;-0,9339464;-0,09084626
-0,3842312;-0,9339464;-0,09084626
-0,3805609;-0,8998984;-0,04854126
-0,3843489;-0,934347;-0,09048767
-0,3852238;-0,9416407;-0,09851684
-0,3806805;-0,9002817;-0,04819947
-0,3853413;-0,9420447;-0,09815522
-0,3862156;-0,9493448;-0,1061783
-0,3862156;-0,9493448;-0,1061783
-0,3825474;-0,9152689;-0,06389008
-0,3872063;-0,9570587;-0,113829
-0,3835398;-0,9229693;-0,07156219
-0,3836573;-0,9233617;-0,07121124
-0,3957396;-0,957879;-0,1121902
-0,392078;-0,9237544;-0,06994476
-0,3958593;-0,9582888;-0,1118225
-0,396735;-0,9656089;-0,1198257
-0,3921986;-0,924147;-0,06959076
-0,3901585;-0,9666104;-0,04699097
-0,39135;-0,925858;-0,05849457
-0,3960035;-0,9677534;-0,1083405
-0,3914705;-0,9262509;-0,05814209
-0,395248;-0,9608364;-0,09997406
-0,3927681;-0,9256717;-0,06854095
-0,3928894;-0,9260642;-0,06819611
-0,3966641;-0,960684;-0,1099976
-0,3921356;-0,9191191;-0,05984497
-0,3967833;-0,9610929;-0,1096283
-0,3979605;-0,9601178;-0,1203873
-0,3934332;-0,9185328;-0,07025299
-0,3567024;-0,9605268;-0,1236084
-0,3935823;-0,9189212;-0,06973877
-0,3973713;-0,9535925;-0,1115021
-0,3948851;-0,9183297;-0,08014679
-0,3986721;-0,9530181;-0,1218948
-0,40073;-0,9593804;-0,1406342
-0,3961878;-0,9177337;-0,09055482
-0,3999729;-0,9524393;-0,1322876
-0,3999729;-0,9524393;-0,1322876
-0,3963079;-0,9181215;-0,09020233
-0,4012735;-0,951856;-0,1426788
-0,4021492;-0,9592088;-0,1506531
-0,4021492;-0,9592088;-0,1506531
-0,399666;-0,9238841;-0,1193298
-0,4034493;-0,9586241;-0,1610397
-0,4043244;-0,9659834;-0,1690079
-0,4043244;-0,9659834;-0,1690079
-0,4015349;-0,9390039;-0,1349106
-0,3554827;-0,9737606;-0,1811295
-0,3990667;-0,9801327;-0,1960693
-0,3945097;-0,9384035;-0,1460541
-0,3983072;-0,9731779;-0,1877335
-0,399181;-0,9805501;-0,1956909
-0,399181;-0,9805501;-0,1956909
-0,3954985;-0,9461766;-0,153656
-0,3992951;-0,9809676;-0,1953125
-0,400168;-0,9883466;-0,2032623
-0,400168;-0,9883466;-0,2032623
-0,3976685;-0,9529575;-0,1719879
-0,4023356;-0,9951512;-0,221582
-0,4023356;-0,9951512;-0,221582
-0,3977819;-0,9533615;-0,1716217
-0,4024489;-0,995575;-0,221196
-0,4024489;-0,995575;-0,221196
-0,3999515;-0,9601499;-0,189949
-0,4037434;-0,9949924;-0,2315674
-0,4037434;-0,9949924;-0,2315674
-0,4012459;-0,9595463;-0,2003342
-0,4050377;-0,9944054;-0,2419373
-0,3513846;-0,9599523;-0,2045242
-0,3988733;-1,001216;-0,260997
-0,3954882;-0,9583243;-0,2218659
-0,4001639;-1,000623;-0,2713638
-0,4001639;-1,000623;-0,2713638
-0,3908792;-0,965645;-0,1677872
-0,3996006;-0,99394;-0,263063
-0,4016518;-1,00032;-0,2817414
-0,3970879;-0,9584074;-0,2318909
-0,4020722;-0,9923024;-0,2841873
-0,3970425;-1,007678;-0,2276535
-0,3985767;-0,9580711;-0,2422867
-0,4035599;-0,9919742;-0,2945664
-0,3989994;-0,9500207;-0,2447433
-0,4048502;-0,9913511;-0,3049316
-0,3943914;-0,9573679;-0,190683
-0,3983894;-0,9926543;-0,2321991
-0,4053547;-0,9923368;-0,3045685
-0,3994553;-1,00038;-0,2401337
-0,3998144;-0,9516827;-0,2440338
-0,4047926;-0,9856192;-0,2962814
-0,3955179;-0,9506111;-0,1928299
-0,4042307;-0,9788985;-0,287999
-0,405522;-0,9502407;-0,2022888
-0,4142319;-0,9785234;-0,2974426
-0,4166017;-0,976366;-0,3189407
-0,406151;-0,9424331;-0,2047745
-0,4169165;-0,9770495;-0,3185684
-0,4110193;-0,9851989;-0,2541428
-0,4112202;-0,9854932;-0,2541626
-0,3668768;-0,9775864;-0,3232132
-0,404341;-0,9355105;-0,2696472
-0,4034121;-0,977677;-0,2574066
-0,4095329;-0,9697391;-0,3218323
-0,3990398;-0,9358708;-0,207721
-0,4042297;-0,9701298;-0,2598892
-0,4052994;-0,9778429;-0,2678131
-0,4114191;-0,969822;-0,3322296
-0,4126034;-0,9686971;-0,3429733
-0,4126034;-0,9686971;-0,3429733
-0,3973747;-0,9420919;-0,175235
-0,4122366;-0,9621879;-0,3347138
-0,4074995;-0,9694095;-0,2810585
-0,4124338;-0,9624429;-0,3347237
-0,4076969;-0,9696864;-0,2810768
-0,409248;-0,9194139;-0,2958092
-0,408317;-0,9617893;-0,283551
-0,4085154;-0,9620618;-0,2835602
-0,4075287;-0,9634952;-0,2728378
-0,4019758;-0,9227741;-0,2124588
-0,3610361;-0,9496691;-0,3229111
-0,3986588;-0,9570228;-0,265374
-0,4047979;-0,948755;-0,3297562
-0,4000364;-0,9561257;-0,2761246
-0,4004063;-0,9068279;-0,2801361
-0,3935202;-0,957966;-0,2035011
-0,4046125;-0,9424772;-0,3215164
-0,4057961;-0,9412906;-0,332254
-0,4010346;-0,9487225;-0,2786385
-0,40686;-0,9489676;-0,340168
-0,4020994;-0,9564223;-0,2865425
-0,3965254;-0,915692;-0,2262123
-0,4005377;-0,9511291;-0,2675766
-0,4054911;-0,9438774;-0,321196
-0,4066744;-0,9426731;-0,3319313
-0,4066744;-0,9426731;-0,3319313
-0,401915;-0,9501934;-0,2783142
-0,3961638;-0,9592425;-0,2139984
-0,4001278;-0,9534363;-0,2568955
-0,4050793;-0,9460968;-0,3105072
-0,4062624;-0,9448794;-0,3212418
-0,4074457;-0,9436575;-0,3319755
-0,4015028;-0,9524918;-0,2676506
-0,4005135;-0,9539905;-0,2569206
-0,4007063;-0,9542667;-0,2569405
-0,4056578;-0,9468614;-0,3105446
-0,4068409;-0,9456307;-0,3212776
-0,4068409;-0,9456307;-0,3212776
-0,3519419;-0,9520695;-0,2831772
-0,3877277;-0,9625466;-0,2041916
-0,3988566;-0,946382;-0,3221077
-0,3940725;-0,954126;-0,2685318
-0,399045;-0,9466325;-0,3221207
-0,399045;-0,9466325;-0,3221207
-0,4002278;-0,9453797;-0,3328514
-0,3896603;-0,9121793;-0,2189507
-0,3996492;-0,9385892;-0,3245972
-0,3936834;-0,947634;-0,2602997
-0,3986549;-0,9400967;-0,3138809
-0,3947426;-0,9553402;-0,2682121
-0,3997141;-0,9477814;-0,3217934
-0,4008968;-0,9465155;-0,3325218
-0,394931;-0,955613;-0,2682289
-0,3939379;-0,9571549;-0,257518
-0,3989084;-0,9495522;-0,3110916
-0,4009613;-0,9557195;-0,3297157
-0,4009613;-0,9557195;-0,3297157
-0,3949966;-0,9648696;-0,265432
-0,3999672;-0,9572445;-0,3190018
-0,3951851;-0,9651457;-0,2654503
-0,4001556;-0,9574991;-0,3190163
-0,4013382;-0,9562201;-0,3297432
-0,3953747;-0,9654228;-0,265464
-0,4003443;-0,9577538;-0,31903
-0,3964333;-0,9731397;-0,2733749
-0,3968035;-0,9232103;-0,2773613
-0,4006363;-0,9584094;-0,3186745
-0,4006363;-0,9584094;-0,3186745
-0,4006363;-0,9584094;-0,3186745
-0,3898916;-0,9756581;-0,2008652
-0,4010132;-0,9589188;-0,3187042
-0,4010132;-0,9589188;-0,3187042
-0,4010132;-0,9589188;-0,3187042
-0,396233;-0,9669296;-0,265168
-0,3448234;-0,9169144;-0,2739723
-0,3929875;-0,9508292;-0,3219856
-0,3929875;-0,9508292;-0,3219856
-0,3950394;-0,9569677;-0,3405998
-0,3890507;-0,9663014;-0,2763436
-0,3952234;-0,9572135;-0,3406136
-0,3892348;-0,9665742;-0,2763619
-0,3882378;-0,9681601;-0,2656578
-0,3944094;-0,9590239;-0,3299202
-0,3944094;-0,9590239;-0,3299202
-0,3955913;-0,9577051;-0,3406425
-0,3955913;-0,9577051;-0,3406425
-0,3849861;-0,9248382;-0,2268562
-0,3878374;-0,9616664;-0,2574402
-0,3940079;-0,9524776;-0,3216934
-0,3948773;-0,9599248;-0,3295807
-0,3948773;-0,9599248;-0,3295807
-0,3960592;-0,9585973;-0,3403015
-0,3840853;-0,9775544;-0,2118301
-0,3940636;-0,9617568;-0,3188896
-0,3880772;-0,9712749;-0,2546608
-0,3930658;-0,9633431;-0,3081848
-0,3930658;-0,9633431;-0,3081848
-0,3942476;-0,9620115;-0,3189057
-0,3942476;-0,9620115;-0,3189057
-0,3882624;-0,9715558;-0,2546768
-0,3884464;-0,9718366;-0,254702
-0,3874489;-0,973458;-0,2440033
-0,3924366;-0,9654605;-0,2975159
-0,3936184;-0,9641199;-0,3082352
-0,3936184;-0,9641199;-0,3082352
-0,3948;-0,9627749;-0,3189545
-0,3842005;-0,9300981;-0,2052139
-0,3930334;-0,9573288;-0,2999977
-0,394215;-0,9559793;-0,3107162
-0,3894112;-0,9642752;-0,2572289
-0,3943989;-0,9562338;-0,3107338
-0,3955803;-0,9548756;-0,3214508
-0,3955803;-0,9548756;-0,3214508
-0,3967617;-0,9535131;-0,3321678
-0,3907776;-0,9631886;-0,2679619
-0,3957644;-0,9551257;-0,3214668
-0,3966334;-0,9625762;-0,329351
-0,3966334;-0,9625762;-0,329351
-0,3966334;-0,9625762;-0,329351
-0,3880861;-0,936045;-0,23424
-0,3977856;-0,9706834;-0,3368744
-0,3918026;-0,9804115;-0,272673
-0,3979696;-0,9709336;-0,3368904
-0,3979696;-0,9709336;-0,3368904
-0,3979696;-0,9709336;-0,3368904
-0,4000189;-0,9770178;-0,3554802
-0,3906052;-0,9430519;-0,2525139
-0,3994343;-0,9702069;-0,3472481
-0,3483067;-0,9688223;-0,3628471
-0,387069;-0,977214;-0,3053024
-0,3860686;-0,978871;-0,2946091
-0,393124;-0,976768;-0,3666801
-0,3896734;-0,9330094;-0,3279221
-0,393533;-0,9683102;-0,3691475
-0,3887056;-0,9767414;-0,3156807
-0,3937124;-0,968547;-0,3691628
-0,3902639;-0,9247596;-0,3304222
-0,3881134;-0,9699367;-0,3074585
-0,3894747;-0,9687802;-0,3181839
-0,3944805;-0,9605418;-0,3716621
-0,385026;-0,926633;-0,2687683
-0,3938885;-0,9537073;-0,3634377
-0,3890619;-0,9622217;-0,3099869
-0,3894421;-0,911518;-0,3140335
-0,3953447;-0,9529076;-0,3737938
-0,3905191;-0,9614391;-0,3203415
-0,395524;-0,9531355;-0,3738083
-0,3967045;-0,9516981;-0,3845161
-0,3812483;-0,9278232;-0,217514
-0,3962921;-0,9450717;-0,3763107
-0,3902874;-0,955115;-0,3121643
-0,3964714;-0,9452953;-0,3763252
-0,3858433;-0,9129028;-0,2627998
-0,3967472;-0,9459115;-0,375975
-0,3979271;-0,9444524;-0,3866799
-0,3919224;-0,9545484;-0,322538
-0,3981064;-0,9446713;-0,3866928
-0,3826578;-0,9209922;-0,2197655
-0,3976946;-0,9380293;-0,3784943
-0,3976946;-0,9380293;-0,3784943
-0,3976946;-0,9380293;-0,3784943
-0,3937374;-0,9542;-0,3329308
-0,3939176;-0,954441;-0,3329483
-0,3929172;-0,956168;-0,3222702
-0,3990988;-0,9461594;-0,3863998
-0,3944788;-0,9036566;-0,3370484
-0,3995085;-0,9375858;-0,3888748
-0,3946854;-0,9463449;-0,3354599
-0,3936861;-0,9480801;-0,3247788
-0,3468702;-0,9380151;-0,3938744
-0,3910339;-0,9380151;-0,3897316
-0,3922133;-0,9365119;-0,4004295
-0,387052;-0,9542943;-0,3441887
-0,388616;-0,9016756;-0,3589706
-0,3864536;-0,9474436;-0,3359856
-0,3914766;-0,9388334;-0,389399
-0,3938349;-0,9358054;-0,4107926
-0,3878084;-0,9461641;-0,3466965
-0,3940096;-0,9360113;-0,4108063
-0,383346;-0,9038529;-0,2973999
-0,3934112;-0,9291264;-0,4026001
-0,3945902;-0,9275972;-0,413295
-0,3945902;-0,9275972;-0,413295
-0,3897427;-0,9364741;-0,3599022
-0,3887394;-0,9382356;-0,3492256
-0,3889139;-0,9384633;-0,3492432
-0,393935;-0,9297439;-0,4026413
-0,3951138;-0,9282012;-0,4133347
-0,3951138;-0,9282012;-0,4133347
-0,3856321;-0,8945805;-0,3106568
-0,3824673;-0,9423664;-0,2769989
-0,3925076;-0,9248183;-0,3837761
-0,3925076;-0,9248183;-0,3837761
-0,3925076;-0,9248183;-0,3837761
-0,3864845;-0,9353864;-0,3197121
-0,3926823;-0,9250284;-0,3837906
-0,3866592;-0,9356228;-0,3197357
-0,3916784;-0,9267942;-0,3731148
-0,386834;-0,9358592;-0,319751
-0,3918532;-0,9270086;-0,3731301
-0,3858301;-0,9376556;-0,3090843
-0,3908493;-0,9287831;-0,3624558
-0,3908493;-0,9287831;-0,3624558
-0,3860058;-0,9378959;-0,3091004
-0,3922024;-0,9274375;-0,3731613
-0,3861805;-0,9381366;-0,3091202
-0,3923771;-0,9276519;-0,3731766
-0,3923771;-0,9276519;-0,3731766
-0,3923771;-0,9276519;-0,3731766
-0,3875345;-0,9368041;-0,3198334
-0,3879181;-0,8852834;-0,3239151
-0,386937;-0,9299433;-0,3116364
-0,3919542;-0,9209835;-0,3649963
-0,3931324;-0,9194016;-0,3756836
-0,3931324;-0,9194016;-0,3756836
-0,3931324;-0,9194016;-0,3756836
-0,3882897;-0,9285927;-0,3223427
-0,3933069;-0,9196115;-0,3756989
-0,3933069;-0,9196115;-0,3756989
-0,3933069;-0,9196115;-0,3756989
-0,3944849;-0,9180207;-0,3863846
-0,3884653;-0,9288251;-0,3223618
-0,3934816;-0,9198214;-0,3757141
-0,3934816;-0,9198214;-0,3757141
-0,3934816;-0,9198214;-0,3757141
-0,3946594;-0,9182264;-0,3863991
-0,3350105;-0,9290565;-0,3274345
-0,3858957;-0,9184319;-0,3872566
-0,379851;-0,9292883;-0,3232475
-0,3848883;-0,9202413;-0,3765884
-0,3848883;-0,9202413;-0,3765884
-0,386066;-0,9186374;-0,3872727
-0,3811989;-0,9279119;-0,3339462
-0,3771301;-0,9188429;-0,3882897
-0,3771301;-0,9188429;-0,3882897
-0,3783031;-0,9172304;-0,3989723
-0,3783031;-0,9172304;-0,3989723
-0,3734316;-0,9265219;-0,3456551
-0,3784689;-0,9174315;-0,3989883
-0,3796419;-0,91581;-0,4096703
-0,3701181;-0,8825163;-0,3070961
-0,3741613;-0,9182373;-0,3481606
-0,3791977;-0,909103;-0,40149
-0,3803705;-0,9074686;-0,4121697
-0,3803705;-0,9074686;-0,4121697
-0,3754997;-0,9168171;-0,3588585
-0,3805361;-0,9076609;-0,4121841
-0,3756662;-0,9170309;-0,3588806
-0,3818743;-0,9062055;-0,4228767
-0,3770042;-0,9155936;-0,3695725
-0,3820396;-0,9063935;-0,4228905
-0,3771698;-0,9158031;-0,36959
-0,3761639;-0,9176737;-0,3589363
-0,3823706;-0,9067695;-0,4229187
-0,3763292;-0,917888;-0,3589508
-0,3825361;-0,9069573;-0,4229324
-0,3825361;-0,9069573;-0,4229324
-0,3669771;-0,8849791;-0,2564476
-0,3760517;-0,911426;-0,3507996
-0,37708;-0,9191198;-0,3586754
-0,3821135;-0,9097672;-0,4119667
-0,3832855;-0,9080845;-0,4226395
-0,3832855;-0,9080845;-0,4226395
-0,3723805;-0,9289217;-0,3054298
-0,3717569;-0,8788096;-0,298838
-0,3757973;-0,9145643;-0,3398773
-0,3820007;-0,9034286;-0,4038239
-0,3831724;-0,9017286;-0,4144936
-0,3779982;-0,9205649;-0,3584251
-0,3721268;-0,9321853;-0,2945236
-0,3761513;-0,9246287;-0,3371437
-0,3823536;-0,9133932;-0,4010727
-0,3823536;-0,9133932;-0,4010727
-0,3785683;-0,8782156;-0,3597183
-0,3764055;-0,925227;-0,3368141
-0,3713995;-0,9444499;-0,2807884
-0,3754225;-0,9368235;-0,3233925
-0,3804512;-0,9272096;-0,376638
-0,3804512;-0,9272096;-0,376638
-0,3816227;-0,925492;-0,3873047
-0,3657713;-0,9134528;-0,2181915
-0,3796988;-0,9297292;-0,3656563
-0,3748367;-0,939623;-0,312442
-0,3810358;-0,9282166;-0,3763413
-0,3729613;-0,926486;-0,3880196
-0,3669291;-0,9381275;-0,3241478
-0,3684786;-0,8839869;-0,3388664
-0,3663164;-0,9312415;-0,3159721
-0,3632551;-0,9197788;-0,3808731
-0,3632551;-0,9197788;-0,3808731
-0,3597744;-0,8753101;-0,342382
-0,3495104;-0,9208602;-0,3311523
-0,355694;-0,9093624;-0,395034
-0,3415472;-0,9193253;-0,3428383
-0,3488792;-0,9060316;-0,4173798
-0,3361048;-0,8615174;-0,3799065
-0,3350895;-0,9071086;-0,3676598
-0,3401154;-0,8973206;-0,420871
-0,3259378;-0,9073143;-0,3686813
-0,3321068;-0,8957207;-0,4325478
-0,3283646;-0,9039394;-0,3900154
-0,3345331;-0,8923112;-0,4538796
-0,3296469;-0,9023353;-0,4006958
-0,3297867;-0,9025273;-0,4007164
-0,3299254;-0,9027188;-0,4007362
-0,3300652;-0,9029107;-0,4007568
-0,3362314;-0,8911735;-0,4645981
-0,3313471;-0,9012797;-0,4114296
-0,3266022;-0,9116175;-0,3582878
-0,3257385;-0,913876;-0,3476852
-0,3369246;-0,8920016;-0,4646767
-0,3380674;-0,8901574;-0,4753258
-0,3392101;-0,8883086;-0,4859741
-0,3236639;-0,8678361;-0,3199104
-0,3266657;-0,905745;-0,3502464
-0,3258024;-0,9080289;-0,3396492
-0,3287373;-0,8839973;-0,4682373
-0,3238522;-0,8943389;-0,4151146
-0,3239872;-0,8945214;-0,4151344
-0,3194841;-0,8519198;-0,3660507
-0,3020371;-0,9124236;-0,2805077
-0,3141701;-0,8977022;-0,405262
-0,3203194;-0,8854901;-0,4690178
-0,3214523;-0,8835846;-0,479657
-0,3024979;-0,8512686;-0,3784767
-0,2944517;-0,9120466;-0,2919655
-0,2950852;-0,8592847;-0,2960587
-0,3089754;-0,874112;-0,4431305
-0,3006538;-0,8721848;-0,4547668
-0,3017777;-0,8702532;-0,4654022
-0,2897453;-0,8953902;-0,338002
-0,2910769;-0,8497681;-0,3499031
-0,2890446;-0,8983189;-0,327121
-0,2941782;-0,8879825;-0,3802147
-0,2836552;-0,858047;-0,2675461
-0,2880615;-0,8725595;-0,4155182
-0,2891806;-0,8706062;-0,4261498
-0,2902994;-0,8686485;-0,4367813
-0,2747646;-0,8493549;-0,2710762
-0,2766205;-0,8894555;-0,2907272
-0,2817471;-0,878976;-0,3437927
-0,2886994;-0,8737837;-0,4152969
-0,2803129;-0,8718086;-0,4269234
-0,276799;-0,8269241;-0,3885521
-0,2697499;-0,8865089;-0,3127487
-0,2642439;-0,877943;-0,3561714
-0,2703602;-0,8651664;-0,4198189
-0,2619463;-0,863174;-0,4314369
-0,2619463;-0,863174;-0,4314369
-0,2368801;-0,844222;-0,266835
-0,2518497;-0,8563499;-0,4243065
-0,23631;-0,8693745;-0,361686
-0,2424118;-0,8565151;-0,4253159
-0,2287642;-0,8750607;-0,3811539
-0,23377;-0,8641855;-0,4341591
-0,2182184;-0,8772621;-0,3715408
-0,2243105;-0,8643507;-0,4351624
-0,2155586;-0,8718592;-0,4439735
-0,2166414;-0,8698406;-0,4545975
-0,1964525;-0,8399973;-0,3430145
-0,2053112;-0,8648667;-0,4368103
-0,1908205;-0,8759723;-0,3848145
-0,1958254;-0,8650317;-0,4378044
-0,1958254;-0,8650317;-0,4378044
-0,1968992;-0,8630044;-0,4484268
-0,1813265;-0,8761588;-0,3858086
-0,1873997;-0,8631651;-0,4494171
-0,1827763;-0,8201994;-0,400473
-0,1866291;-0,8560042;-0,4412598
-0,1816948;-0,8671488;-0,3883026
-0,1771208;-0,8561649;-0,442247
-0,1779062;-0,8636767;-0,4500816
-0,1729664;-0,8748428;-0,3971283
-0,1779703;-0,8638374;-0,4501068
-0,1673468;-0,8340845;-0,337616
-0,1761997;-0,8588786;-0,4313583
-0,167675;-0,8568339;-0,4429382
-0,167675;-0,8568339;-0,4429382
-0,1616714;-0,8700924;-0,3793778
-0,1666744;-0,8590436;-0,4323448
-0,1570845;-0,8590436;-0,4333
-0,1570845;-0,8590436;-0,4333
-0,151082;-0,8723285;-0,3697441
-0,1464939;-0,8612577;-0,4236588
-0,1418751;-0,818252;-0,3747467
-0,1457241;-0,8540902;-0,4155068
-0,1311783;-0,8653517;-0,3635246
-0,1361803;-0,8542595;-0,4164841
-0,1361803;-0,8542595;-0,4164841
-0,1169891;-0,8542595;-0,4183678
-0,1169891;-0,8542595;-0,4183678
-0,1073929;-0,8542595;-0,4193039
-0,1073929;-0,8542595;-0,4193039
-0,09779644;-0,8542595;-0,4202362
-0,09855576;-0,8617743;-0,4280701
-0,09958535;-0,859721;-0,4386925
-0,08397961;-0,8730574;-0,3760796
-0,08898067;-0,8619437;-0,4290314
-0,08898067;-0,8619437;-0,4290314
-0,07937584;-0,8619437;-0,429956
-0,07937584;-0,8619437;-0,429956
-0,07937584;-0,8619437;-0,429956
-0,07937584;-0,8619437;-0,429956
-0,07337456;-0,8753064;-0,3664139
-0,06877022;-0,8641708;-0,4202866
-0,06877022;-0,8641708;-0,4202866
-0,06877022;-0,8641708;-0,4202866
-0,06877022;-0,8641708;-0,4202866
-0,05916462;-0,8641708;-0,4212044
-0,1157625;-0,8641708;-0,4158714
-0,06859761;-0,8641708;-0,4203156
-0,06859761;-0,8641708;-0,4203156
-0,05899162;-0,8641708;-0,421228
-0,04938526;-0,8641708;-0,4221375
-0,04938526;-0,8641708;-0,4221375
-0,04938526;-0,8641708;-0,4221375
-0,03977833;-0,8641708;-0,4230431
-0,0301712;-0,8641708;-0,4239441
-0,0301712;-0,8641708;-0,4239441
-0,02129383;-0,8716888;-0,4326752
-0,0116827;-0,8716888;-0,4335693
-0,00207119;-0,8716888;-0,4344589
-0,00207119;-0,8716888;-0,4344589
0,007540512;-0,8716888;-0,4353447
0,007540512;-0,8716888;-0,4353447
0,01715279;-0,8716888;-0,4362267
0,01715279;-0,8716888;-0,4362267
0,02676544;-0,8716888;-0,4371048
0,03637829;-0,8716888;-0,4379784
-0,01060753;-0,8716888;-0,4335388
0,03655834;-0,8716888;-0,4379639
0,03655834;-0,8716888;-0,4379639
0,05212059;-0,8850779;-0,3752922
0,05607662;-0,8814418;-0,4369354
0,009066582;-0,8814418;-0,432502
0,0658741;-0,8814418;-0,4377663
0,009244155;-0,8814418;-0,432502
0,06536331;-0,8889663;-0,4455704
0,07498512;-0,8889663;-0,4464172
0,02797623;-0,8889663;-0,4420189
0,08411026;-0,8964942;-0,4550545
0,08411026;-0,8964942;-0,4550545
0,04605408;-0,9040252;-0,4593239
0,04624386;-0,9040252;-0,4593086
0,1030706;-0,9040252;-0,4644623
0,1075476;-0,8609994;-0,4155548
0,0561245;-0,9043884;-0,4597816
0,1129742;-0,9043884;-0,4649086
0,06594906;-0,9043884;-0,4605705
0,1228004;-0,9043884;-0,46567
0,08540802;-0,9043884;-0,4621429
0,08559895;-0,9043884;-0,4621117
0,14685;-0,8613426;-0,4182633
0,1528244;-0,8972141;-0,4597962
0,1057753;-0,8972141;-0,4554954
0,1059612;-0,8972141;-0,455455
0,1622112;-0,9047514;-0,4682709
0,1151617;-0,9047514;-0,4640038
0,1860197;-0,8616856;-0,4208573
0,1353375;-0,8975738;-0,4573341
0,1825987;-0,8975738;-0,461515
0,1451691;-0,8975738;-0,4580307
0,1447502;-0,9051145;-0,4657974
