Numero du participant;Numero d'essaie;Condition;Position X;Position Y;Position Z;Cible touché;temps
1;2;b;0,3475883;-0,05;0,06551281;0;70,99799
1;2;b;0,3463312;-0,05;0,06506825;0;71,01269
1;2;b;0,3455164;-0,05;0,06371194;0;71,02422
1;2;b;0,3443656;-0,05;0,06370865;0;71,03379
1;2;b;0,3427853;-0,05;0,06323254;0;71,05037
1;2;b;0,3418953;-0,05;0,06271679;0;71,06088
1;2;b;0,341126;-0,05;0,06203939;0;71,07239
1;2;b;0,3393278;-0,05;0,06177809;0;71,0874
1;2;b;0,3381914;-0,05;0,06194539;0;71,09792
1;2;b;0,3376111;-0,05;0,06083675;0;71,10742
1;2;b;0,335809;-0,05;0,06068086;0;71,12493
1;2;b;0,3338888;-0,05;0,06072386;0;71,13721
1;2;b;0,3338839;-0,05;0,05920777;0;71,14621
1;2;b;0,3323815;-0,05;0,05926558;0;71,16105
1;2;b;0,3306857;-0,05;0,05968834;0;71,17156
1;2;b;0,3302044;-0,05;0,05821575;0;71,18107
1;2;b;0,328622;-0,05;0,05775533;0;71,1967
1;2;b;0,327135;-0,05;0,05849643;0;71,20721
1;2;b;0,3258348;-0,05;0,05809634;0;71,21831
1;2;b;0,3233077;-0,05;0,05728144;0;71,24788
1;2;b;0,3213884;-0,05;0,05743829;0;71,26289
1;2;b;0,3196502;-0,05;0,05727744;0;71,27818
1;2;b;0,3180887;-0,05;0,05613543;0;71,30423
1;2;b;0,3164119;-0,05;0,05666538;0;71,31874
1;2;b;0,3146356;-0,05;0,05650348;0;71,33527
1;2;b;0,3133066;-0,05;0,0554232;0;71,36104
1;2;b;0,3115965;-0,05;0,05615536;0;71,37607
1;2;b;0,3101823;-0,05;0,05594038;0;71,39178
1;2;b;0,3085041;-0,05;0,05500703;0;71,41735
1;2;b;0,3069595;-0,05;0,0553684;0;71,43288
1;2;b;0,3053215;-0,05;0,05585058;0;71,44901
1;2;b;0,3031676;-0,05;0,05595856;0;71,47487
1;2;b;0,3021893;-0,05;0,05492807;0;71,48988
1;2;b;0,3008008;-0,05;0,05565829;0;71,5014
1;2;b;0,2992427;-0,05;0,05429306;0;71,52553
1;2;b;0,2973819;-0,05;0,05530045;0;71,53904
1;2;b;0,2959787;-0,05;0,05520847;0;71,55424
1;2;b;0,2945499;-0,05;0,05451541;0;71,57888
1;2;b;0,2927331;-0,05;0,05545448;0;71,59295
1;2;b;0,2916496;-0,05;0,05548832;0;71,60757
1;2;b;0,2901858;-0,05;0,05478158;0;71,63368
1;2;b;0,2884002;-0,05;0,05566378;0;71,648
1;2;b;0,2868569;-0,05;0,05587506;0;71,66251
1;2;b;0,2854834;-0,05;0,0550236;0;71,68951
1;2;b;0,2840772;-0,05;0,05589199;0;71,70402
1;2;b;0,2825089;-0,05;0,05629756;0;71,71858
1;2;b;0,2807496;-0,05;0,05549781;0;71,74644
1;2;b;0,279229;-0,05;0,0568321;0;71,75952
1;2;b;0,2783636;-0,05;0,05734437;0;71,76999
1;2;b;0,2761184;-0,05;0,05775265;0;71,79469
1;2;b;0,274958;-0,05;0,05821008;0;71,80788
1;2;b;0,2738766;-0,05;0,05735365;0;71,82341
1;2;b;0,2699922;-0,05;0,05944784;0;71,8508
1;2;b;0,2686173;-0,05;0,05948206;0;71,86668
1;2;b;0,2673316;-0,05;0,0592522;0;71,8827
1;2;b;0,264133;-0,05;0,06047728;0;71,90831
1;2;b;0,2627119;-0,05;0,06067635;0;71,9244
1;2;b;0,2612253;-0,05;0,06000276;0;71,93991
1;2;b;0,2579651;-0,05;0,06036168;0;71,9661
1;2;b;0,2569418;-0,05;0,0604486;0;71,98188
1;2;b;0,2559967;-0,05;0,06029284;0;71,99713
1;2;b;0,2534698;-0,05;0,06053338;0;72,02389
1;2;b;0,2521017;-0,05;0,06058093;0;72,03899
1;2;b;0,2517738;-0,05;0,05960676;0;72,04913
1;2;b;0,2500373;-0,05;0,06085489;0;72,07419
1;2;b;0,2493819;-0,05;0,05976827;0;72,08765
1;2;b;0,2489;-0,05;0,06030072;0;72,10355
1;2;b;0,2464732;-0,05;0,06025386;0;72,1312
1;2;b;0,2456594;-0,05;0,05970412;0;72,14627
1;2;b;0,2452057;-0,05;0,05907761;0;72,16109
1;2;b;0,2436679;-0,05;0,05960015;0;72,18812
1;2;b;0,2429334;-0,05;0,05984394;0;72,2042
1;2;b;0,2424336;-0,05;0,05927976;0;72,21988
1;2;b;0,2410016;-0,05;0,05932157;0;72,24715
1;2;b;0,2406525;-0,05;0,05943185;0;72,26194
1;2;b;0,2400293;-0,05;0,05928127;0;72,27885
1;2;b;0,2383762;-0,05;0,05891416;0;72,30543
1;2;b;0,2375987;-0,05;0,05941378;0;72,32095
1;2;b;0,2365665;-0,05;0,05826195;0;72,33421
1;2;b;0,234894;-0,05;0,05930395;0;72,35885
1;2;b;0,2338845;-0,05;0,05808976;0;72,37254
1;2;b;0,2326407;-0,05;0,05890165;0;72,38805
1;2;b;0,2297714;-0,05;0,05924955;0;72,42024
1;2;b;0,228424;-0,05;0,05930854;0;72,43674
1;2;b;0,2276243;-0,05;0,05982928;0;72,45161
1;2;b;0,2257221;-0,05;0,06064577;0;72,47823
1;2;b;0,2241827;-0,05;0,06130953;0;72,49373
1;2;b;0,223029;-0,05;0,06188273;0;72,51002
1;2;b;0,2212077;-0,05;0,06248546;0;72,53672
1;2;b;0,2200233;-0,05;0,06300677;0;72,55222
1;2;b;0,2188508;-0,05;0,06365397;0;72,56776
1;2;b;0,2170099;-0,05;0,06439599;0;72,59464
1;2;b;0,2153876;-0,05;0,06528673;0;72,61092
1;2;b;0,214188;-0,05;0,06619981;0;72,62593
1;2;b;0,2123412;-0,05;0,06682551;0;72,64695
1;2;b;0,2116956;-0,05;0,0669707;0;72,65945
1;2;b;0,2103689;-0,05;0,06698118;0;72,67548
1;2;b;0,2079149;-0,05;0,06998706;0;72,70234
1;2;b;0,2068951;-0,05;0,0703919;0;72,71783
1;2;b;0,20542;-0,05;0,07099791;0;72,73643
1;2;b;0,2035034;-0,05;0,07202739;0;72,7641
1;2;b;0,2019884;-0,05;0,07279367;0;72,77961
1;2;b;0,2004973;-0,05;0,07350941;0;72,79563
1;2;b;0,1975404;-0,05;0,07366703;0;72,82467
1;2;b;0,1955966;-0,05;0,07487233;0;72,84094
1;2;b;0,1937754;-0,05;0,0754583;0;72,85748
1;2;b;0,1908152;-0,05;0,07474305;0;72,886
1;2;b;0,1889195;-0,05;0,07455668;0;72,90051
1;2;b;0,1869758;-0,05;0,07569262;0;72,91317
1;2;b;0,184491;-0,05;0,07416849;0;72,9399
1;2;b;0,1822474;-0,05;0,07522735;0;72,95421
1;2;b;0,1802839;-0,05;0,07532885;0;72,96972
1;2;b;0,1782681;-0,05;0,07485816;0;72,9959
1;2;b;0,1767732;-0,05;0,07587597;0;73,01105
1;2;b;0,1747293;-0,05;0,07643093;0;73,02712
1;2;b;0,1722656;-0,05;0,07497173;0;73,05528
1;2;b;0,1703805;-0,05;0,07481572;0;73,07088
1;2;b;0,168745;-0,05;0,07500704;0;73,08693
1;2;b;0,1657273;-0,05;0,07404172;0;73,11481
1;2;b;0,1637483;-0,05;0,07290769;0;73,13084
1;2;b;0,1618492;-0,05;0,07296243;0;73,147
1;2;b;0,158551;-0,05;0,07343018;0;73,17577
1;2;b;0,1575007;-0,05;0,07253753;0;73,19174
1;2;b;0,1562589;-0,05;0,07245761;0;73,20381
1;2;b;0,1533319;-0,05;0,07255702;0;73,22995
1;2;b;0,1519568;-0,05;0,07166609;0;73,24403
1;2;b;0,1504469;-0,05;0,07287066;0;73,26104
1;2;b;0,1475221;-0,05;0,07324143;0;73,28882
1;2;b;0,1460485;-0,05;0,0728405;0;73,30561
1;2;b;0,1443807;-0,05;0,0734137;0;73,32262
1;2;b;0,1405847;-0,05;0,07512084;0;73,35095
1;2;b;0,1389617;-0,05;0,07549492;0;73,367
1;2;b;0,1375423;-0,05;0,07481752;0;73,3841
1;2;b;0,1340035;-0,05;0,0771724;0;73,41293
1;2;b;0,1316687;-0,05;0,07823274;0;73,42891
1;2;b;0,1299723;-0,05;0,07915411;0;73,44598
1;2;b;0,1285765;-0,05;0,08076406;0;73,47378
1;2;b;0,1272387;-0,05;0,08152126;0;73,48993
1;2;b;0,1261149;-0,05;0,08275168;0;73,50095
1;2;b;0,1252371;-0,05;0,08478672;0;73,54138
1;2;b;0,1246454;-0,05;0,08634412;0;73,55408
1;2;b;0,1247748;-0,05;0,08756815;0;73,56937
1;2;b;0,1242096;-0,05;0,08950552;0;73,59821
1;2;b;0,1240209;-0,05;0,09104118;0;73,61385
1;2;b;0,1234187;-0,05;0,09297927;0;73,63004
1;2;b;0,1221139;-0,05;0,09514756;0;73,65813
1;2;b;0,1214009;-0,05;0,09596749;0;73,67515
1;2;b;0,120508;-0,05;0,09581983;0;73,69073
1;2;b;0,1181783;-0,05;0,09688787;0;73,71883
1;2;b;0,1169194;-0,05;0,09735266;0;73,73485
1;2;b;0,1153583;-0,05;0,09755859;0;73,75087
1;2;b;0,1125205;-0,05;0,09665091;0;73,77905
1;2;b;0,1103472;-0,05;0,09675702;0;73,79536
1;2;b;0,1084957;-0,05;0,09644686;0;73,80788
1;2;b;0,106344;-0,05;0,0947456;0;73,83293
1;2;b;0,1048201;-0,05;0,09459931;0;73,84744
1;2;b;0,1030981;-0,05;0,09351463;0;73,86436
1;2;b;0,1009566;-0,05;0,09168597;0;73,89382
1;2;b;0,09994214;-0,05;0,0903979;0;73,90899
1;2;b;0,09855931;-0,05;0,08958659;0;73,92713
1;2;b;0,09692219;-0,05;0,08800735;0;73,95637
1;2;b;0,09606511;-0,05;0,08712699;0;73,97207
1;2;b;0,09526949;-0,05;0,086233;0;73,98805
1;2;b;0,09476231;-0,05;0,08328428;0;74,01625
1;2;b;0,09426259;-0,05;0,08257782;0;74,0328
1;2;b;0,09400102;-0,05;0,08227593;0;74,04882
1;2;b;0,09341422;-0,05;0,08193593;0;74,07783
1;2;b;0,09319774;-0,05;0,0809959;0;74,09384
1;2;b;0,09338004;-0,05;0,07990993;0;74,10532
1;2;b;0,09287164;-0,05;0,07890129;0;74,13853
1;2;b;0,09251461;-0,05;0,07888042;0;74,15179
1;2;b;0,09254324;-0,05;0,07882654;0;74,16833
1;2;b;0,09275945;-0,05;0,07704791;0;74,19584
1;2;b;0,09248056;-0,05;0,07674889;0;74,21335
1;2;b;0,09256943;-0,05;0,07609865;0;74,22983
1;2;b;0,09228359;-0,05;0,07539276;0;74,26035
1;2;b;0,09205289;-0,05;0,07451283;0;74,27737
1;2;b;0,09209664;-0,05;0,07401736;0;74,29338
1;2;b;0,092029;-0,05;0,07194331;0;74,32284
1;2;b;0,09182549;-0,05;0,07080097;0;74,33841
1;2;b;0,09196544;-0,05;0,06971779;0;74,35516
1;2;b;0,09178039;-0,05;0,06828292;0;74,38574
1;2;b;0,09157515;-0,05;0,06698141;0;74,40263
1;2;b;0,09173475;-0,05;0,06545475;0;74,41443
1;2;b;0,091713;-0,05;0,06274751;0;74,44469
1;2;b;0,09140828;-0,05;0,0621323;0;74,45921
1;2;b;0,09152521;-0,05;0,0608759;0;74,47646
1;2;b;0,09183364;-0,05;0,05811379;0;74,50549
1;2;b;0,09202344;-0,05;0,05653225;0;74,52183
1;2;b;0,09217428;-0,05;0,05502015;0;74,53979
1;2;b;0,09197079;-0,05;0,05326746;0;74,56855
1;2;b;0,09180969;-0,05;0,05157823;0;74,58519
1;2;b;0,09235723;-0,05;0,04959845;0;74,6012
1;2;b;0,09243848;-0,05;0,04575427;0;74,63043
1;2;b;0,09254006;-0,05;0,04473677;0;74,64766
1;2;b;0,09234767;-0,05;0,04326592;0;74,66438
1;2;b;0,0926616;-0,05;0,04031362;0;74,69331
1;2;b;0,09287393;-0,05;0,03817294;0;74,70979
1;2;b;0,09236754;-0,05;0,03605514;0;74,73445
1;2;b;0,09208146;-0,05;0,0327411;0;74,76063
1;2;b;0,0921564;-0,05;0,03188933;0;74,77717
1;2;b;0,09228436;-0,05;0,03056911;0;74,7943
1;2;b;0,09182653;-0,05;0,02826259;0;74,82368
1;2;b;0,09161679;-0,05;0,02688611;0;74,8423
1;2;b;0,09111533;-0,05;0,02527193;0;74,85876
1;2;b;0,09077255;-0,05;0,02227621;0;74,8888
1;2;b;0,09086306;-0,05;0,02129195;0;74,90582
1;2;b;0,09064278;-0,05;0,01993952;0;74,92384
1;2;b;0,08976555;-0,05;0,01789124;0;74,95437
1;2;b;0,08954722;-0,05;0,01680111;0;74,97064
1;2;b;0,08932757;-0,05;0,01545561;0;74,98872
1;2;b;0,08925702;-0,05;0,01277795;0;75,01794
1;2;b;0,08905385;-0,05;0,01117607;0;75,03397
1;2;b;0,08923057;-0,05;0,009564497;0;75,04548
1;2;b;0,08861907;-0,05;0,008129559;0;75,07372
1;2;b;0,08837619;-0,05;0,007310193;0;75,08776
1;2;b;0,08848828;-0,05;0,006027598;0;75,10545
1;2;b;0,08783054;-0,05;0,002300784;0;75,13621
1;2;b;0,08757678;-0,05;0,001182446;0;75,1528
1;2;b;0,08700973;-0,05;-7,896125E-05;0;75,17131
1;2;b;0,08606245;-0,05;-0,001363441;0;75,19943
1;2;b;0,08553134;-0,05;-0,003015901;0;75,21726
1;2;b;0,08452765;-0,05;-0,003637445;0;75,23444
1;2;b;0,08258283;-0,05;-0,005454529;0;75,26452
1;2;b;0,08162752;-0,05;-0,006411338;0;75,28053
1;2;b;0,08034034;-0,05;-0,007656662;0;75,29755
1;2;b;0,07843086;-0,05;-0,00972291;0;75,32926
1;2;b;0,07783662;-0,05;-0,01089492;0;75,3466
1;2;b;0,07696462;-0,05;-0,01263471;0;75,35912
1;2;b;0,07453925;-0,05;-0,01366366;0;75,38774
1;2;b;0,07357001;-0,05;-0,01477293;0;75,4035
1;2;b;0,0729716;-0,05;-0,01561201;0;75,42051
1;2;b;0,07147402;-0,05;-0,01846253;0;75,44965
1;2;b;0,070563;-0,05;-0,02010285;0;75,46616
1;2;b;0,06995505;-0,05;-0,02140542;0;75,48421
1;2;b;0,0695329;-0,05;-0,02488174;0;75,5164
1;2;b;0,06893175;-0,05;-0,02636073;0;75,5362
1;2;b;0,06867713;-0,05;-0,02757378;0;75,55473
1;2;b;0,06808342;-0,05;-0,02937454;0;75,58898
1;2;b;0,06785764;-0,05;-0,03112026;0;75,60757
1;2;b;0,06794108;-0,05;-0,03262453;0;75,62508
1;2;b;0,06738852;-0,05;-0,03559307;0;75,65611
1;2;b;0,0674725;-0,05;-0,03709409;0;75,67262
1;2;b;0,06761465;-0,05;-0,0388723;0;75,68463
1;2;b;0,0677783;-0,05;-0,04137959;0;75,71551
1;2;b;0,06754886;-0,05;-0,04367799;0;75,7351
1;2;b;0,06733;-0,05;-0,04579696;0;75,75272
1;2;b;0,06743177;-0,05;-0,04829007;0;75,78172
1;2;b;0,06718826;-0,05;-0,05055846;0;75,79974
1;2;b;0,06694009;-0,05;-0,05284542;0;75,81733
1;2;b;0,06686884;-0,05;-0,05702118;0;75,84643
1;2;b;0,0670117;-0,05;-0,05901644;0;75,86314
1;2;b;0,0667844;-0,05;-0,06112977;0;75,88091
1;2;b;0,06621013;-0,05;-0,06437992;0;75,9102
1;2;b;0,0656247;-0,05;-0,06640036;0;75,92822
1;2;b;0,06537119;-0,05;-0,06872612;0;75,94665
1;2;b;0,06515722;-0,05;-0,07150857;0;75,97694
1;2;b;0,06456733;-0,05;-0,07409803;0;75,99553
1;2;b;0,06418983;-0,05;-0,07476106;0;76,00903
1;2;b;0,06368118;-0,05;-0,07860326;0;76,03955
1;2;b;0,06339063;-0,05;-0,08035195;0;76,05316
1;2;b;0,06311831;-0,05;-0,08198082;0;76,07121
1;2;b;0,06222054;-0,05;-0,08583218;0;76,1014
1;2;b;0,06194031;-0,05;-0,08743249;0;76,1185
1;2;b;0,06162538;-0,05;-0,08895779;0;76,13608
1;2;b;0,06132214;-0,05;-0,09095983;0;76,16815
1;2;b;0,06141929;-0,05;-0,09250627;0;76,18607
1;2;b;0,06110638;-0,05;-0,09411529;0;76,20368
1;2;b;0,06041975;-0,05;-0,09617835;0;76,23421
1;2;b;0,0601156;-0,05;-0,09792804;0;76,25125
1;2;b;0,05981014;-0,05;-0,09916075;0;76,26886
1;2;b;0,05916175;-0,05;-0,1015779;0;76,29958
1;2;b;0,05884001;-0,05;-0,1030774;0;76,31725
1;2;b;0,05853639;-0,05;-0,104447;0;76,32976
1;2;b;0,0582779;-0,05;-0,1068958;0;76,35846
1;2;b;0,05757792;-0,05;-0,1081181;0;76,37449
1;2;b;0,05722253;-0,05;-0,1090968;0;76,39302
1;2;b;0,0565378;-0,05;-0,1110036;0;76,42513
1;2;b;0,05582569;-0,05;-0,1120728;0;76,44215
1;2;b;0,05547544;-0,05;-0,113265;0;76,46017
1;2;b;0,05436852;-0,05;-0,1147076;0;76,49184
1;2;b;0,05399725;-0,05;-0,1154111;0;76,50808
1;2;b;0,0532682;-0,05;-0,1163848;0;76,52577
1;2;b;0,05212779;-0,05;-0,1171453;0;76,55711
1;2;b;0,05141555;-0,05;-0,118645;0;76,57465
1;2;b;0,05071149;-0,05;-0,11952;0;76,59275
1;2;b;0,04971748;-0,05;-0,1224765;0;76,62286
1;2;b;0,04899858;-0,05;-0,1240385;0;76,63988
1;2;b;0,0478324;-0,05;-0,1250913;0;76,65206
1;2;b;0,04515567;-0,05;-0,1273018;0;76,68181
1;2;b;0,04445328;-0,05;-0,1284688;0;76,696
1;2;b;0,04290831;-0,05;-0,1298195;0;76,71361
1;2;b;0,04055874;-0,05;-0,131467;0;76,74512
1;2;b;0,03862617;-0,05;-0,1323725;0;76,76387
1;2;b;0,03708825;-0,05;-0,1333545;0;76,78204
1;2;b;0,03562225;-0,05;-0,1350304;0;76,81224
1;2;b;0,03529085;-0,05;-0,1361515;0;76,83109
1;2;b;0,03449748;-0,05;-0,1371084;0;76,85072
1;2;b;0,0333711;-0,05;-0,1393442;0;76,88411
1;2;b;0,03297581;-0,05;-0,1402116;0;76,90173
1;2;b;0,03223578;-0,05;-0,1410518;0;76,9198
1;2;b;0,03145867;-0,05;-0,142483;0;76,95352
1;2;b;0,03109232;-0,05;-0,1432061;0;76,97155
1;2;b;0,03068539;-0,05;-0,1435525;0;76,98704
1;2;b;0,03073735;-0,05;-0,1456296;0;77,01403
1;2;b;0,03037157;-0,05;-0,1466105;0;77,02959
1;2;b;0,02996314;-0,05;-0,1473319;0;77,04686
1;2;b;0,0291965;-0,05;-0,1489046;0;77,07756
1;2;b;0,02882543;-0,05;-0,1501636;0;77,09624
1;2;b;0,028058;-0,05;-0,1514736;0;77,11384
1;2;b;0,0260655;-0,05;-0,1529411;0;77,14502
1;2;b;0,02446444;-0,05;-0,153966;0;77,16183
1;2;b;0,0228589;-0,05;-0,1550808;0;77,17986
1;2;b;0,02002306;-0,05;-0,155858;0;77,21245
1;2;b;0,01843818;-0,05;-0,1567144;0;77,23047
1;2;b;0,01640652;-0,05;-0,1571539;0;77,2484
1;2;b;0,01315432;-0,05;-0,1565;0;77,27998
1;2;b;0,01115042;-0,05;-0,1565642;0;77,2978
1;2;b;0,009913733;-0,05;-0,1564199;0;77,31131
1;2;b;0,007119262;-0,05;-0,1566767;0;77,34102
1;2;b;0,005883587;-0,05;-0,1566427;0;77,35685
1;2;b;0,003452498;-0,05;-0,1554082;0;77,37803
1;2;b;0,0002836436;-0,05;-0,1552094;0;77,40868
1;2;b;-0,001758385;-0,05;-0,1544918;0;77,42801
1;2;b;-0,004179383;-0,05;-0,1534499;0;77,44552
1;2;b;-0,009015989;-0,05;-0,153416;0;77,47803
1;2;b;-0,01100181;-0,05;-0,153128;0;77,49554
1;2;b;-0,01298777;-0,05;-0,1526998;0;77,51356
1;2;b;-0,01863981;-0,05;-0,1523065;0;77,54575
1;2;b;-0,02186659;-0,05;-0,1523239;0;77,56226
1;2;b;-0,02466364;-0,05;-0,1523038;0;77,58031
1;2;b;-0,02987743;-0,05;-0,150639;0;77,61277
1;2;b;-0,03271715;-0,05;-0,1511483;0;77,62979
1;2;b;-0,03471518;-0,05;-0,1523654;0;77,6423
1;2;b;-0,03878148;-0,05;-0,1518549;0;77,67192
1;2;b;-0,04115402;-0,05;-0,1506265;0;77,68694
1;2;b;-0,04357882;-0,05;-0,1502578;0;77,70596
1;2;b;-0,04762382;-0,05;-0,1515751;0;77,73747
1;2;b;-0,05002557;-0,05;-0,1513774;0;77,7563
1;2;b;-0,05284768;-0,05;-0,1508917;0;77,77641
1;2;b;-0,05722881;-0,05;-0,150038;0;77,80755
1;2;b;-0,05954491;-0,05;-0,1496407;0;77,8272
1;2;b;-0,06192045;-0,05;-0,1494905;0;77,84622
1;2;b;-0,06642492;-0,05;-0,1496897;0;77,87852
1;2;b;-0,06880344;-0,05;-0,1492597;0;77,89655
1;2;b;-0,07114065;-0,05;-0,1486917;0;77,91557
1;2;b;-0,07584023;-0,05;-0,1469292;0;77,94709
1;2;b;-0,07858256;-0,05;-0,1463833;0;77,96511
1;2;b;-0,08064452;-0,05;-0,1470238;0;77,97914
1;2;b;-0,08374852;-0,05;-0,1461596;0;78,00867
1;2;b;-0,08530043;-0,05;-0,1460677;0;78,0237
1;2;b;-0,08771348;-0,05;-0,1457285;0;78,04272
1;2;b;-0,09137429;-0,05;-0,1428201;0;78,07677
1;2;b;-0,09322155;-0,05;-0,1411757;0;78,0948
1;2;b;-0,09465387;-0,05;-0,1398459;0;78,11384
1;2;b;-0,09682202;-0,05;-0,1378982;0;78,14637
1;2;b;-0,09785829;-0,05;-0,1357612;0;78,16441
1;2;b;-0,09884759;-0,05;-0,1337938;0;78,18295
1;2;b;-0,09924068;-0,05;-0,1308793;0;78,21448
1;2;b;-0,09978803;-0,05;-0,1287031;0;78,23151
1;2;b;-0,09996039;-0,05;-0,1266265;0;78,25021
1;2;b;-0,09985042;-0,05;-0,1226839;0;78,28226
1;2;b;-0,09964411;-0,05;-0,1207559;0;78,30129
1;2;b;-0,09950292;-0,05;-0,1195711;0;78,31481
1;2;b;-0,09953734;-0,05;-0,1158277;0;78,34534
1;2;b;-0,09968036;-0,05;-0,113778;0;78,36337
1;2;b;-0,09978537;-0,05;-0,111414;0;78,38192
1;2;b;-0,09969749;-0,05;-0,1074802;0;78,41445
1;2;b;-0,09993331;-0,05;-0,1061886;0;78,4325
1;2;b;-0,1004778;-0,05;-0,1044907;0;78,45154
1;2;b;-0,1009507;-0,05;-0,1017209;0;78,48458
1;2;b;-0,1011724;-0,05;-0,1005249;0;78,5046
1;2;b;-0,1017312;-0,05;-0,098766;0;78,52263
1;2;b;-0,1028703;-0,05;-0,09537203;0;78,55416
1;2;b;-0,1030356;-0,05;-0,09362392;0;78,57219
1;2;b;-0,1031763;-0,05;-0,09190051;0;78,59121
1;2;b;-0,1039366;-0,05;-0,08870302;0;78,62275
1;2;b;-0,1044404;-0,05;-0,08679046;0;78,64277
1;2;b;-0,1045914;-0,05;-0,08522039;0;78,65579
1;2;b;-0,1049885;-0,05;-0,08255215;0;78,68834
1;2;b;-0,1056081;-0,05;-0,08140084;0;78,70544
1;2;b;-0,1063326;-0,05;-0,07821696;0;78,72538
1;2;b;-0,1069231;-0,05;-0,07430519;0;78,75692
1;2;b;-0,1070391;-0,05;-0,07214416;0;78,77595
1;2;b;-0,1075045;-0,05;-0,07012209;0;78,79548
1;2;b;-0,1084636;-0,05;-0,06564584;0;78,82653
1;2;b;-0,1089168;-0,05;-0,06363583;0;78,84462
1;2;b;-0,1094108;-0,05;-0,06176738;0;78,86265
1;2;b;-0,110367;-0,05;-0,05806481;0;78,89719
1;2;b;-0,1112301;-0,05;-0,05626999;0;78,91522
1;2;b;-0,1116584;-0,05;-0,05446662;0;78,93424
1;2;b;-0,1123772;-0,05;-0,05149066;0;78,96627
1;2;b;-0,1129212;-0,05;-0,05028525;0;78,98631
1;2;b;-0,1134642;-0,05;-0,04888681;0;78,99983
1;2;b;-0,1138149;-0,05;-0,04642352;0;79,03288
1;2;b;-0,1145102;-0,05;-0,04629298;0;79,04839
1;2;b;-0,1146937;-0,05;-0,0449858;0;79,06696
1;2;b;-0,1155274;-0,05;-0,04333746;0;79,10149
1;2;b;-0,1157703;-0,05;-0,04243571;0;79,12002
1;2;b;-0,1162369;-0,05;-0,04062074;0;79,13904
1;2;b;-0,1170241;-0,05;-0,03876077;0;79,17259
1;2;b;-0,1175832;-0,05;-0,03757746;0;79,1911
1;2;b;-0,1184674;-0,05;-0,03634521;0;79,21013
1;2;b;-0,1203948;-0,05;-0,03425188;0;79,24318
1;2;b;-0,1213128;-0,05;-0,0332451;0;79,26176
1;2;b;-0,1222357;-0,05;-0,03228215;0;79,28178
1;2;b;-0,1241738;-0,05;-0,03080488;0;79,31432
1;2;b;-0,1254809;-0,05;-0,02994676;0;79,33434
1;2;b;-0,1264996;-0,05;-0,02959835;0;79,34785
1;2;b;-0,1280966;-0,05;-0,028276;0;79,37989
1;2;b;-0,1294657;-0,05;-0,02781466;0;79,39641
1;2;b;-0,1307581;-0,05;-0,02694437;0;79,41543
1;2;b;-0,1334035;-0,05;-0,02552657;0;79,44996
1;2;b;-0,1344316;-0,05;-0,025396;0;79,46799
1;2;b;-0,1353404;-0,05;-0,02427424;0;79,48901
1;2;b;-0,1368762;-0,05;-0,0227519;0;79,52206
1;2;b;-0,1385248;-0,05;-0,0220288;0;79,5411
1;2;b;-0,1389573;-0,05;-0,02069164;0;79,56013
1;2;b;-0,1415518;-0,05;-0,01929242;0;79,59267
1;2;b;-0,1435054;-0,05;-0,01805659;0;79,61169
1;2;b;-0,1451733;-0,05;-0,01733971;0;79,63072
1;2;b;-0,1481584;-0,05;-0,01620441;0;79,66425
1;2;b;-0,149676;-0,05;-0,01494967;0;79,68227
1;2;b;-0,1510972;-0,05;-0,01468115;0;79,69529
1;2;b;-0,1531874;-0,05;-0,01268877;0;79,73083
1;2;b;-0,1547994;-0,05;-0,01181132;0;79,74786
1;2;b;-0,1560779;-0,05;-0,01119934;0;79,7669
1;2;b;-0,1580533;-0,05;-0,008521533;0;79,80043
1;2;b;-0,1588922;-0,05;-0,007253864;0;79,81945
1;2;b;-0,1603729;-0,05;-0,005790063;0;79,83847
1;2;b;-0,1625673;-0,05;-0,004303746;0;79,87101
1;2;b;-0,1636249;-0,05;-0,002578754;0;79,89004
1;2;b;-0,1652354;-0,05;-0,001850449;0;79,91006
1;2;b;-0,167975;-0,05;0,0002441518;0;79,94411
1;2;b;-0,1695187;-0,05;0,001338586;0;79,96414
1;2;b;-0,1713283;-0,05;0,003084734;0;79,98418
1;2;b;-0,1732742;-0,05;0,007098792;0;80,01871
1;2;b;-0,1743474;-0,05;0,008591922;0;80,0386
1;2;b;-0,1757875;-0,05;0,01020711;0;80,05263
1;2;b;-0,1768588;-0,05;0,01325614;0;80,08417
1;2;b;-0,1772507;-0,05;0,01454205;0;80,10018
1;2;b;-0,1782653;-0,05;0,01620788;0;80,11921
1;2;b;-0,1802976;-0,05;0,01950828;0;80,15529
1;2;b;-0,1812158;-0,05;0,02148156;0;80,17431
1;2;b;-0,1819697;-0,05;0,02269043;0;80,19433
1;2;b;-0,1830668;-0,05;0,02526667;0;80,22786
1;2;b;-0,1837762;-0,05;0,02661556;0;80,24788
1;2;b;-0,1845367;-0,05;0,02775991;0;80,2669
1;2;b;-0,1849527;-0,05;0,03022331;0;80,29994
1;2;b;-0,185585;-0,05;0,03178918;0;80,31997
1;2;b;-0,1867838;-0,05;0,03266966;0;80,341
1;2;b;-0,1872524;-0,05;0,03476682;0;80,37552
1;2;b;-0,187712;-0,05;0,03570789;0;80,39455
1;2;b;-0,18786;-0,05;0,03638687;0;80,40756
1;2;b;-0,1888693;-0,05;0,03782653;0;80,4411
