Numero du participant;Numero d'essaie;Condition;Position X;Position Y;Position Z;Cible touché;temps
1;1;b;0,1270976;-0,05;0,07607219;0;37,07829
1;1;b;0,1271535;-0,05;0,07546652;0;37,0961
1;1;b;0,1273768;-0,05;0,07430865;0;37,11432
1;1;b;0,1272329;-0,05;0,07297612;0;37,14712
1;1;b;0,1264996;-0,05;0,07147967;0;37,1651
1;1;b;0,1259357;-0,05;0,07094222;0;37,18312
1;1;b;0,1260781;-0,05;0,07027401;0;37,21522
1;1;b;0,1258767;-0,05;0,0679329;0;37,23334
1;1;b;0,1253743;-0,05;0,06648688;0;37,25169
1;1;b;0,1253382;-0,05;0,06486505;0;37,28449
1;1;b;0,1254622;-0,05;0,06412248;0;37,30266
1;1;b;0,1252085;-0,05;0,06338357;0;37,32123
1;1;b;0,1255077;-0,05;0,05969302;0;37,3433
1;1;b;0,1245663;-0,05;0,05934722;0;37,36221
1;1;b;0,1246176;-0,05;0,05734088;0;37,38033
1;1;b;0,1243325;-0,05;0,05704731;0;37,40942
1;1;b;0,1242487;-0,05;0,05540516;0;37,42707
1;1;b;0,1242785;-0,05;0,0549814;0;37,44515
1;1;b;0,1240726;-0,05;0,05223192;0;37,47749
1;1;b;0,1239968;-0,05;0,05059943;0;37,49509
1;1;b;0,1233398;-0,05;0,05049488;0;37,51356
1;1;b;0,1225623;-0,05;0,04874801;0;37,54998
1;1;b;0,1220675;-0,05;0,04588354;0;37,57
1;1;b;0,1205864;-0,05;0,04481779;0;37,58941
1;1;b;0,1194913;-0,05;0,0438196;0;37,62153
1;1;b;0,1192384;-0,05;0,0435414;0;37,64043
1;1;b;0,1185218;-0,05;0,04182746;0;37,66026
1;1;b;0,1186093;-0,05;0,0411718;0;37,68068
1;1;b;0,1183041;-0,05;0,03885409;0;37,70026
1;1;b;0,1180848;-0,05;0,03798009;0;37,71901
1;1;b;0,1178595;-0,05;0,03501303;0;37,74948
1;1;b;0,1182115;-0,05;0,03278414;0;37,76709
1;1;b;0,1183211;-0,05;0,03171311;0;37,78601
1;1;b;0,1187404;-0,05;0,0265941;0;37,81812
1;1;b;0,1188732;-0,05;0,02560581;0;37,83631
1;1;b;0,1189271;-0,05;0,02517902;0;37,85453
1;1;b;0,1192483;-0,05;0,02295708;0;37,88811
1;1;b;0,1192981;-0,05;0,02235614;0;37,90616
1;1;b;0,1193819;-0,05;0,01962207;0;37,926
1;1;b;0,119759;-0,05;0,01694573;0;37,95999
1;1;b;0,1194957;-0,05;0,01605757;0;37,979
1;1;b;0,1198027;-0,05;0,01412332;0;37,998
1;1;b;0,1198557;-0,05;0,01369958;0;38,01897
1;1;b;0,1202554;-0,05;0,01135725;0;38,03998
1;1;b;0,1204261;-0,05;0,009951185;0;38,05891
1;1;b;0,1203542;-0,05;0,008381821;0;38,09104
1;1;b;0,1206724;-0,05;0,006110683;0;38,11047
1;1;b;0,120666;-0,05;0,005759925;0;38,128
1;1;b;0,1210674;-0,05;0,002749966;0;38,16146
1;1;b;0,1212463;-0,05;0,001629345;0;38,18306
1;1;b;0,1213291;-0,05;0,0009899698;0;38,20397
1;1;b;0,1217832;-0,05;-0,001748789;0;38,241
1;1;b;0,1218827;-0,05;-0,002554851;0;38,25602
1;1;b;0,1222763;-0,05;-0,005114688;0;38,27635
1;1;b;0,1226779;-0,05;-0,007479984;0;38,30917
1;1;b;0,1227124;-0,05;-0,008074159;0;38,32825
1;1;b;0,1230878;-0,05;-0,01045692;0;38,34802
1;1;b;0,1232483;-0,05;-0,01165222;0;38,36924
1;1;b;0,1236457;-0,05;-0,01419251;0;38,38894
1;1;b;0,1236949;-0,05;-0,01459186;0;38,40795
1;1;b;0,1239648;-0,05;-0,0162689;0;38,4404
1;1;b;0,1239002;-0,05;-0,01813335;0;38,45803
1;1;b;0,1239605;-0,05;-0,01886678;0;38,47793
1;1;b;0,1241965;-0,05;-0,02030678;0;38,51013
1;1;b;0,1241638;-0,05;-0,02232309;0;38,52935
1;1;b;0,1238516;-0,05;-0,02293968;0;38,55037
1;1;b;0,1240549;-0,05;-0,02420011;0;38,58154
1;1;b;0,1238118;-0,05;-0,02507041;0;38,60115
1;1;b;0,1226242;-0,05;-0,02675995;0;38,62144
1;1;b;0,1217426;-0,05;-0,02784243;0;38,65395
1;1;b;0,1217767;-0,05;-0,02783321;0;38,67327
1;1;b;0,1212685;-0,05;-0,02942404;0;38,69294
1;1;b;0,1209771;-0,05;-0,03028645;0;38,71629
1;1;b;0,1199776;-0,05;-0,03106054;0;38,73661
1;1;b;0,1193569;-0,05;-0,03194525;0;38,75563
1;1;b;0,117726;-0,05;-0,0327007;0;38,78716
1;1;b;0,1163718;-0,05;-0,03327551;0;38,80544
1;1;b;0,1163996;-0,05;-0,03326936;0;38,82454
1;1;b;0,1136964;-0,05;-0,03465154;0;38,85694
1;1;b;0,1126895;-0,05;-0,0351597;0;38,87755
1;1;b;0,1123712;-0,05;-0,03565606;0;38,89757
1;1;b;0,110951;-0,05;-0,03618962;0;38,93044
1;1;b;0,1091333;-0,05;-0,0364218;0;38,95046
1;1;b;0,1069915;-0,05;-0,03707151;0;38,97139
1;1;b;0,1037761;-0,05;-0,03777194;0;39,00552
1;1;b;0,1019471;-0,05;-0,03797548;0;39,0248
1;1;b;0,1001713;-0,05;-0,0383441;0;39,04536
1;1;b;0,09837215;-0,05;-0,03876776;0;39,06886
1;1;b;0,09659752;-0,05;-0,03943495;0;39,08887
1;1;b;0,09518217;-0,05;-0,03998654;0;39,10843
1;1;b;0,0937148;-0,05;-0,04016749;0;39,14244
1;1;b;0,09256932;-0,05;-0,04031893;0;39,16094
1;1;b;0,08968865;-0,05;-0,04110802;0;39,18136
1;1;b;0,08571724;-0,05;-0,04230976;0;39,21294
1;1;b;0,08435881;-0,05;-0,0430867;0;39,23214
1;1;b;0,08399497;-0,05;-0,04361891;0;39,25146
1;1;b;0,08247597;-0,05;-0,04410251;0;39,28499
1;1;b;0,08070798;-0,05;-0,04504902;0;39,30431
1;1;b;0,08027942;-0,05;-0,04587105;0;39,32436
1;1;b;0,08032523;-0,05;-0,04787488;0;39,3585
1;1;b;0,08005048;-0,05;-0,04948246;0;39,37804
1;1;b;0,08038653;-0,05;-0,05049353;0;39,39925
1;1;b;0,08029519;-0,05;-0,05419241;0;39,42026
1;1;b;0,08032161;-0,05;-0,05582958;0;39,44286
1;1;b;0,08035641;-0,05;-0,05667309;0;39,46136
1;1;b;0,08043614;-0,05;-0,0584668;0;39,49604
1;1;b;0,08041614;-0,05;-0,05915817;0;39,51431
1;1;b;0,08022393;-0,05;-0,06165908;0;39,53586
1;1;b;0,07991695;-0,05;-0,06332242;0;39,57111
1;1;b;0,07990178;-0,05;-0,06355657;0;39,59065
1;1;b;0,08000683;-0,05;-0,06481227;0;39,6105
1;1;b;0,07984845;-0,05;-0,06733551;0;39,64521
1;1;b;0,07948424;-0,05;-0,06833552;0;39,66441
1;1;b;0,07934543;-0,05;-0,07021213;0;39,68596
1;1;b;0,07946506;-0,05;-0,07209142;0;39,71889
1;1;b;0,07949461;-0,05;-0,07286288;0;39,73919
1;1;b;0,07965451;-0,05;-0,07472939;0;39,75875
1;1;b;0,0797777;-0,05;-0,07705957;0;39,78688
1;1;b;0,0797601;-0,05;-0,07770727;0;39,80727
1;1;b;0,07981435;-0,05;-0,07878463;0;39,82703
1;1;b;0,07980404;-0,05;-0,07953052;0;39,86026
1;1;b;0,07998818;-0,05;-0,08175386;0;39,87985
1;1;b;0,07998268;-0,05;-0,08252397;0;39,89914
1;1;b;0,07999024;-0,05;-0,08354926;0;39,93385
1;1;b;0,07999725;-0,05;-0,08441465;0;39,95387
1;1;b;0,08000757;-0,05;-0,08496708;0;39,97525
1;1;b;0,08010921;-0,05;-0,0870516;0;40,00887
1;1;b;0,0798059;-0,05;-0,08846016;0;40,02866
1;1;b;0,07982165;-0,05;-0,08908056;0;40,04836
1;1;b;0,08001867;-0,05;-0,09188984;0;40,08295
1;1;b;0,08024073;-0,05;-0,09409586;0;40,1025
1;1;b;0,0802247;-0,05;-0,09523867;0;40,12368
1;1;b;0,0802898;-0,05;-0,09645178;0;40,14381
1;1;b;0,08030517;-0,05;-0,09706762;0;40,16783
1;1;b;0,08034936;-0,05;-0,09762213;0;40,18759
1;1;b;0,08047941;-0,05;-0,09996914;0;40,22268
1;1;b;0,08052584;-0,05;-0,1009698;0;40,24225
1;1;b;0,08054101;-0,05;-0,101583;0;40,26301
1;1;b;0,08018065;-0,05;-0,1023939;0;40,29722
1;1;b;0,07942246;-0,05;-0,102695;0;40,31675
1;1;b;0,07830106;-0,05;-0,1037904;0;40,33729
